Serial No.,Date,Time,Device Name,battery_percentage,filled_level,litres
30,31/12/2024,14:06:41,Vinaya block 1 OHT,100,100,18735.938
31,31/12/2024,13:46:41,Vinaya block 1 OHT,100,100,18735.938
32,31/12/2024,13:26:41,Vinaya block 1 OHT,100,100,18735.938
33,31/12/2024,13:06:41,Vinaya block 1 OHT,100,100,18735.938
34,31/12/2024,12:46:41,Vinaya block 1 OHT,100,100,18735.938
35,31/12/2024,12:26:41,Vinaya block 1 OHT,100,100,18735.938
36,31/12/2024,12:06:41,Vinaya block 1 OHT,100,100,18735.938
37,31/12/2024,11:46:41,Vinaya block 1 OHT,100,100,18735.938
38,31/12/2024,11:26:41,Vinaya block 1 OHT,100,100,18735.938
39,31/12/2024,11:06:41,Vinaya block 1 OHT,100,100,18735.938
40,31/12/2024,10:46:41,Vinaya block 1 OHT,100,100,18735.938
41,31/12/2024,10:26:41,Vinaya block 1 OHT,100,100,18735.938
42,31/12/2024,10:06:41,Vinaya block 1 OHT,100,100,18735.938
43,31/12/2024,09:46:41,Vinaya block 1 OHT,100,100,18735.938
44,31/12/2024,09:26:41,Vinaya block 1 OHT,100,100,18735.938
45,31/12/2024,09:06:41,Vinaya block 1 OHT,100,100,18735.938
46,31/12/2024,08:46:41,Vinaya block 1 OHT,100,100,18735.938
47,31/12/2024,08:26:41,Vinaya block 1 OHT,100,100,18735.938
48,31/12/2024,08:06:41,Vinaya block 1 OHT,100,99.13,18573.02
49,31/12/2024,07:46:41,Vinaya block 1 OHT,100,99.57,18654.48
50,31/12/2024,07:26:41,Vinaya block 1 OHT,100,100,18735.938
51,31/12/2024,07:06:41,Vinaya block 1 OHT,100,100,18735.938
52,31/12/2024,06:46:41,Vinaya block 1 OHT,100,100,18735.938
53,31/12/2024,06:26:41,Vinaya block 1 OHT,100,100,18735.938
54,31/12/2024,06:06:41,Vinaya block 1 OHT,100,100,18735.938
55,31/12/2024,05:46:41,Vinaya block 1 OHT,100,100,18735.938
56,31/12/2024,05:26:42,Vinaya block 1 OHT,100,100,18735.938
57,31/12/2024,05:06:42,Vinaya block 1 OHT,100,100,18735.938
58,31/12/2024,04:46:42,Vinaya block 1 OHT,100,100,18735.938
59,31/12/2024,04:26:42,Vinaya block 1 OHT,100,100,18735.938
60,31/12/2024,04:06:42,Vinaya block 1 OHT,100,100,18735.938
61,31/12/2024,03:46:42,Vinaya block 1 OHT,100,100,18735.938
62,31/12/2024,03:26:42,Vinaya block 1 OHT,100,100,18735.938
63,31/12/2024,03:06:42,Vinaya block 1 OHT,100,100,18735.938
64,31/12/2024,02:46:42,Vinaya block 1 OHT,100,100,18735.938
65,31/12/2024,02:26:42,Vinaya block 1 OHT,100,100,18735.938
66,31/12/2024,02:06:42,Vinaya block 1 OHT,100,100,18735.938
67,31/12/2024,01:46:42,Vinaya block 1 OHT,100,100,18735.938
68,31/12/2024,01:26:42,Vinaya block 1 OHT,100,100,18735.938
69,31/12/2024,01:06:42,Vinaya block 1 OHT,100,100,18735.938
70,31/12/2024,00:46:42,Vinaya block 1 OHT,100,100,18735.938
71,31/12/2024,00:26:42,Vinaya block 1 OHT,100,100,18735.938
72,31/12/2024,00:06:42,Vinaya block 1 OHT,100,100,18735.938
73,30/12/2024,23:46:42,Vinaya block 1 OHT,100,100,18735.938
74,30/12/2024,23:26:42,Vinaya block 1 OHT,100,100,18735.938
75,30/12/2024,23:06:43,Vinaya block 1 OHT,100,100,18735.938
76,30/12/2024,22:46:42,Vinaya block 1 OHT,100,100,18735.938
77,30/12/2024,22:26:42,Vinaya block 1 OHT,100,100,18735.938
78,30/12/2024,22:06:42,Vinaya block 1 OHT,100,100,18735.938
79,30/12/2024,21:46:42,Vinaya block 1 OHT,100,100,18735.938
80,30/12/2024,21:26:42,Vinaya block 1 OHT,100,100,18735.938
81,30/12/2024,21:06:42,Vinaya block 1 OHT,100,88.55,16590.81
82,30/12/2024,20:46:43,Vinaya block 1 OHT,100,89.28,16726.58
83,30/12/2024,20:26:42,Vinaya block 1 OHT,100,89.57,16780.88
84,30/12/2024,20:06:42,Vinaya block 1 OHT,100,89.86,16835.19
85,30/12/2024,19:46:43,Vinaya block 1 OHT,100,90.14,16889.5
86,30/12/2024,19:26:43,Vinaya block 1 OHT,100,90.43,16943.8
87,30/12/2024,19:06:42,Vinaya block 1 OHT,100,90.58,16970.96
88,30/12/2024,18:46:43,Vinaya block 1 OHT,100,90.87,17025.27
89,30/12/2024,18:26:42,Vinaya block 1 OHT,100,91.01,17052.42
90,30/12/2024,18:06:42,Vinaya block 1 OHT,100,91.3,17106.73
91,30/12/2024,17:46:42,Vinaya block 1 OHT,100,91.59,17161.03
92,30/12/2024,17:26:42,Vinaya block 1 OHT,100,91.74,17188.19
93,30/12/2024,17:06:43,Vinaya block 1 OHT,100,91.88,17215.34
94,30/12/2024,16:46:43,Vinaya block 1 OHT,100,92.32,17296.8
95,30/12/2024,16:26:39,Vinaya block 1 OHT,100,92.75,17378.26
96,30/12/2024,16:06:40,Vinaya block 1 OHT,100,93.33,17486.88
97,30/12/2024,15:46:40,Vinaya block 1 OHT,100,93.62,17541.18
98,30/12/2024,15:26:41,Vinaya block 1 OHT,100,93.77,17568.34
99,30/12/2024,15:06:41,Vinaya block 1 OHT,100,93.91,17595.49
100,30/12/2024,14:46:41,Vinaya block 1 OHT,100,94.2,17649.8
101,30/12/2024,14:26:42,Vinaya block 1 OHT,100,87.97,16482.19
102,30/12/2024,14:06:42,Vinaya block 1 OHT,100,67.39,12626.39
103,30/12/2024,13:46:43,Vinaya block 1 OHT,100,67.54,12653.55
104,30/12/2024,13:26:42,Vinaya block 1 OHT,100,67.68,12680.7
105,30/12/2024,13:06:43,Vinaya block 1 OHT,100,67.97,12735.01
106,30/12/2024,12:46:43,Vinaya block 1 OHT,100,68.12,12762.16
107,30/12/2024,12:26:43,Vinaya block 1 OHT,100,68.41,12816.47
108,30/12/2024,12:06:43,Vinaya block 1 OHT,100,68.55,12843.62
109,30/12/2024,11:46:43,Vinaya block 1 OHT,100,65.36,12246.24
110,30/12/2024,11:26:43,Vinaya block 1 OHT,100,65.51,12273.4
111,30/12/2024,11:06:41,Vinaya block 1 OHT,100,65.8,12327.7
112,30/12/2024,10:46:41,Vinaya block 1 OHT,100,66.09,12382.01
113,30/12/2024,10:26:42,Vinaya block 1 OHT,100,66.38,12436.32
114,30/12/2024,10:06:42,Vinaya block 1 OHT,100,66.52,12463.47
115,30/12/2024,09:46:43,Vinaya block 1 OHT,100,66.67,12490.63
116,30/12/2024,09:26:43,Vinaya block 1 OHT,100,66.81,12517.78
117,30/12/2024,09:06:44,Vinaya block 1 OHT,100,67.1,12572.09
118,30/12/2024,08:46:44,Vinaya block 1 OHT,100,67.25,12599.24
119,30/12/2024,08:26:44,Vinaya block 1 OHT,100,67.68,12680.7
120,30/12/2024,08:06:44,Vinaya block 1 OHT,100,68.41,12816.47
121,30/12/2024,07:46:44,Vinaya block 1 OHT,100,69.28,12979.39
122,30/12/2024,07:26:44,Vinaya block 1 OHT,100,69.57,13033.7
123,30/12/2024,07:06:44,Vinaya block 1 OHT,100,70,13115.16
124,30/12/2024,06:46:45,Vinaya block 1 OHT,100,70.43,13196.62
125,30/12/2024,06:26:45,Vinaya block 1 OHT,100,70.58,13223.77
126,30/12/2024,06:06:45,Vinaya block 1 OHT,100,70.87,13278.08
127,30/12/2024,05:46:44,Vinaya block 1 OHT,100,71.16,13332.38
128,30/12/2024,05:26:44,Vinaya block 1 OHT,100,71.45,13386.69
129,30/12/2024,05:06:44,Vinaya block 1 OHT,100,71.59,13413.85
130,30/12/2024,04:46:44,Vinaya block 1 OHT,100,71.74,13441
131,30/12/2024,04:26:44,Vinaya block 1 OHT,100,71.88,13468.15
132,30/12/2024,04:06:44,Vinaya block 1 OHT,100,72.17,13522.46
133,30/12/2024,03:46:44,Vinaya block 1 OHT,100,72.32,13549.61
134,30/12/2024,03:26:44,Vinaya block 1 OHT,100,72.46,13576.77
135,30/12/2024,03:06:44,Vinaya block 1 OHT,100,72.61,13603.92
136,30/12/2024,02:46:44,Vinaya block 1 OHT,100,72.75,13631.07
137,30/12/2024,02:26:44,Vinaya block 1 OHT,100,72.9,13658.23
138,30/12/2024,02:06:44,Vinaya block 1 OHT,100,73.04,13685.38
139,30/12/2024,01:46:44,Vinaya block 1 OHT,100,73.19,13712.53
140,30/12/2024,01:26:45,Vinaya block 1 OHT,100,73.48,13766.84
141,30/12/2024,01:06:44,Vinaya block 1 OHT,100,73.62,13793.99
142,30/12/2024,00:46:44,Vinaya block 1 OHT,100,73.77,13821.15
143,30/12/2024,00:26:44,Vinaya block 1 OHT,100,73.91,13848.3
144,30/12/2024,00:06:44,Vinaya block 1 OHT,100,74.2,13902.61
145,29/12/2024,23:46:44,Vinaya block 1 OHT,100,74.35,13929.76
146,29/12/2024,23:26:44,Vinaya block 1 OHT,100,74.49,13956.92
147,29/12/2024,23:06:44,Vinaya block 1 OHT,100,74.64,13984.07
148,29/12/2024,22:46:44,Vinaya block 1 OHT,100,74.78,14011.22
149,29/12/2024,22:26:44,Vinaya block 1 OHT,100,75.07,14065.53
150,29/12/2024,22:06:45,Vinaya block 1 OHT,100,75.22,14092.68
151,29/12/2024,21:46:45,Vinaya block 1 OHT,100,75.51,14146.99
152,29/12/2024,21:26:45,Vinaya block 1 OHT,100,75.65,14174.14
153,29/12/2024,21:06:45,Vinaya block 1 OHT,100,75.8,14201.3
154,29/12/2024,20:46:45,Vinaya block 1 OHT,100,76.09,14255.6
155,29/12/2024,20:26:45,Vinaya block 1 OHT,100,76.38,14309.91
156,29/12/2024,20:06:45,Vinaya block 1 OHT,100,76.52,14337.07
157,29/12/2024,19:46:45,Vinaya block 1 OHT,100,76.96,14418.53
158,29/12/2024,19:26:45,Vinaya block 1 OHT,100,77.1,14445.68
159,29/12/2024,19:06:45,Vinaya block 1 OHT,100,77.25,14472.83
160,29/12/2024,18:46:45,Vinaya block 1 OHT,100,77.54,14527.14
161,29/12/2024,18:26:45,Vinaya block 1 OHT,100,77.68,14554.29
162,29/12/2024,18:06:45,Vinaya block 1 OHT,100,77.83,14581.45
163,29/12/2024,17:46:45,Vinaya block 1 OHT,100,78.12,14635.75
164,29/12/2024,17:26:45,Vinaya block 1 OHT,100,78.26,14662.91
165,29/12/2024,17:06:45,Vinaya block 1 OHT,100,78.7,14744.37
166,29/12/2024,16:46:45,Vinaya block 1 OHT,100,78.99,14798.68
167,29/12/2024,16:26:45,Vinaya block 1 OHT,100,76.38,14309.91
168,29/12/2024,16:06:45,Vinaya block 1 OHT,100,73.77,13821.15
169,29/12/2024,15:46:45,Vinaya block 1 OHT,100,73.91,13848.3
170,29/12/2024,15:26:45,Vinaya block 1 OHT,100,74.2,13902.61
171,29/12/2024,15:06:45,Vinaya block 1 OHT,100,74.49,13956.92
172,29/12/2024,14:46:45,Vinaya block 1 OHT,100,74.64,13984.07
173,29/12/2024,14:26:45,Vinaya block 1 OHT,100,74.78,14011.22
174,29/12/2024,14:06:45,Vinaya block 1 OHT,100,74.93,14038.38
175,29/12/2024,13:46:45,Vinaya block 1 OHT,100,75.07,14065.53
176,29/12/2024,13:26:45,Vinaya block 1 OHT,100,75.36,14119.84
177,29/12/2024,13:06:45,Vinaya block 1 OHT,100,75.51,14146.99
178,29/12/2024,12:46:45,Vinaya block 1 OHT,100,75.65,14174.14
179,29/12/2024,12:26:46,Vinaya block 1 OHT,100,75.94,14228.45
180,29/12/2024,12:06:45,Vinaya block 1 OHT,100,76.23,14282.76
181,29/12/2024,11:46:45,Vinaya block 1 OHT,100,76.38,14309.91
182,29/12/2024,11:26:46,Vinaya block 1 OHT,100,76.52,14337.07
183,29/12/2024,11:06:45,Vinaya block 1 OHT,100,76.67,14364.22
184,29/12/2024,10:46:46,Vinaya block 1 OHT,100,76.81,14391.37
185,29/12/2024,10:26:46,Vinaya block 1 OHT,100,77.1,14445.68
186,29/12/2024,10:06:46,Vinaya block 1 OHT,100,77.39,14499.99
187,29/12/2024,09:46:46,Vinaya block 1 OHT,100,77.54,14527.14
188,29/12/2024,09:26:46,Vinaya block 1 OHT,100,77.97,14608.6
189,29/12/2024,09:06:46,Vinaya block 1 OHT,100,78.26,14662.91
190,29/12/2024,08:46:46,Vinaya block 1 OHT,100,78.55,14717.22
191,29/12/2024,08:26:46,Vinaya block 1 OHT,100,78.99,14798.68
192,29/12/2024,08:06:46,Vinaya block 1 OHT,100,79.28,14852.98
193,29/12/2024,07:46:46,Vinaya block 1 OHT,100,79.71,14934.44
194,29/12/2024,07:26:46,Vinaya block 1 OHT,100,80,14988.75
195,29/12/2024,07:06:46,Vinaya block 1 OHT,100,80.29,15043.06
196,29/12/2024,06:46:46,Vinaya block 1 OHT,100,80.43,15070.21
197,29/12/2024,06:26:46,Vinaya block 1 OHT,100,80.87,15151.67
198,29/12/2024,06:06:46,Vinaya block 1 OHT,100,81.3,15233.13
199,29/12/2024,05:46:46,Vinaya block 1 OHT,100,81.45,15260.29
200,29/12/2024,05:26:46,Vinaya block 1 OHT,100,81.59,15287.44
201,29/12/2024,05:06:46,Vinaya block 1 OHT,100,81.74,15314.59
202,29/12/2024,04:46:46,Vinaya block 1 OHT,100,81.88,15341.75
203,29/12/2024,04:26:46,Vinaya block 1 OHT,100,82.03,15368.9
204,29/12/2024,04:06:46,Vinaya block 1 OHT,100,82.17,15396.05
205,29/12/2024,03:46:46,Vinaya block 1 OHT,100,82.17,15396.05
206,29/12/2024,03:26:46,Vinaya block 1 OHT,100,82.32,15423.21
207,29/12/2024,03:06:46,Vinaya block 1 OHT,100,82.46,15450.36
208,29/12/2024,02:46:46,Vinaya block 1 OHT,100,82.46,15450.36
209,29/12/2024,02:26:46,Vinaya block 1 OHT,100,82.61,15477.51
210,29/12/2024,02:06:46,Vinaya block 1 OHT,100,82.75,15504.67
211,29/12/2024,01:46:46,Vinaya block 1 OHT,100,82.9,15531.82
212,29/12/2024,01:26:46,Vinaya block 1 OHT,100,82.9,15531.82
213,29/12/2024,01:06:46,Vinaya block 1 OHT,100,83.04,15558.97
214,29/12/2024,00:46:46,Vinaya block 1 OHT,100,83.19,15586.13
215,29/12/2024,00:26:46,Vinaya block 1 OHT,100,83.33,15613.28
216,29/12/2024,00:06:47,Vinaya block 1 OHT,100,83.48,15640.44
217,28/12/2024,23:46:45,Vinaya block 1 OHT,100,83.62,15667.59
218,28/12/2024,23:26:45,Vinaya block 1 OHT,100,83.77,15694.74
219,28/12/2024,23:06:46,Vinaya block 1 OHT,100,83.77,15694.74
220,28/12/2024,22:46:46,Vinaya block 1 OHT,100,83.91,15721.9
221,28/12/2024,22:26:46,Vinaya block 1 OHT,100,84.06,15749.05
222,28/12/2024,22:06:46,Vinaya block 1 OHT,100,84.2,15776.2
223,28/12/2024,21:46:46,Vinaya block 1 OHT,100,84.49,15830.51
224,28/12/2024,21:26:46,Vinaya block 1 OHT,100,84.78,15884.82
225,28/12/2024,21:06:47,Vinaya block 1 OHT,100,84.93,15911.97
226,28/12/2024,20:46:46,Vinaya block 1 OHT,100,85.07,15939.12
227,28/12/2024,20:26:46,Vinaya block 1 OHT,100,85.36,15993.43
228,28/12/2024,20:06:47,Vinaya block 1 OHT,100,85.8,16074.89
229,28/12/2024,19:46:47,Vinaya block 1 OHT,100,86.38,16183.51
230,28/12/2024,19:26:47,Vinaya block 1 OHT,100,86.67,16237.81
231,28/12/2024,19:06:47,Vinaya block 1 OHT,100,86.96,16292.12
232,28/12/2024,18:46:47,Vinaya block 1 OHT,100,87.25,16346.43
233,28/12/2024,18:26:47,Vinaya block 1 OHT,100,87.54,16400.73
234,28/12/2024,18:06:47,Vinaya block 1 OHT,100,87.54,16400.73
235,28/12/2024,17:46:47,Vinaya block 1 OHT,100,87.83,16455.04
236,28/12/2024,17:26:47,Vinaya block 1 OHT,100,87.25,16346.43
237,28/12/2024,17:06:47,Vinaya block 1 OHT,100,100,18735.938
238,28/12/2024,16:46:47,Vinaya block 1 OHT,100,44.35,8308.98
239,28/12/2024,16:26:47,Vinaya block 1 OHT,100,0,0
240,28/12/2024,16:06:47,Vinaya block 1 OHT,100,17.83,3339.88
241,28/12/2024,15:46:47,Vinaya block 1 OHT,100,0,0
242,28/12/2024,15:26:47,Vinaya block 1 OHT,100,0,0
243,28/12/2024,15:06:47,Vinaya block 1 OHT,100,2.46,461.61
244,28/12/2024,14:46:46,Vinaya block 1 OHT,100,0,0
245,28/12/2024,14:26:46,Vinaya block 1 OHT,100,100,18735.938
246,28/12/2024,14:06:46,Vinaya block 1 OHT,100,100,18735.938
247,28/12/2024,13:46:46,Vinaya block 1 OHT,100,100,18735.938
248,28/12/2024,13:26:46,Vinaya block 1 OHT,100,0,0
249,28/12/2024,13:06:46,Vinaya block 1 OHT,100,0,0
250,28/12/2024,12:46:46,Vinaya block 1 OHT,100,93.48,17514.03
251,28/12/2024,12:26:47,Vinaya block 1 OHT,100,100,18735.938
252,28/12/2024,12:06:47,Vinaya block 1 OHT,100,0,0
253,28/12/2024,11:46:47,Vinaya block 1 OHT,100,0,0
254,28/12/2024,11:26:47,Vinaya block 1 OHT,100,100,18735.938
255,28/12/2024,11:06:47,Vinaya block 1 OHT,100,0,0
256,28/12/2024,10:46:47,Vinaya block 1 OHT,100,100,18735.938
257,28/12/2024,10:26:48,Vinaya block 1 OHT,100,0,0
258,28/12/2024,10:06:48,Vinaya block 1 OHT,100,0,0
259,28/12/2024,09:46:48,Vinaya block 1 OHT,100,19.28,3611.42
260,28/12/2024,09:26:46,Vinaya block 1 OHT,100,0,0
261,28/12/2024,09:06:46,Vinaya block 1 OHT,100,0,0
262,28/12/2024,08:46:47,Vinaya block 1 OHT,100,0,0
263,28/12/2024,08:26:47,Vinaya block 1 OHT,100,0,0
264,28/12/2024,08:06:47,Vinaya block 1 OHT,100,0,0
265,28/12/2024,07:46:47,Vinaya block 1 OHT,100,0,0
266,28/12/2024,07:26:47,Vinaya block 1 OHT,100,0,0
267,28/12/2024,07:06:48,Vinaya block 1 OHT,100,0,0
268,28/12/2024,06:46:48,Vinaya block 1 OHT,100,0,0
269,28/12/2024,06:26:48,Vinaya block 1 OHT,100,0,0
270,28/12/2024,06:06:48,Vinaya block 1 OHT,100,0,0
271,28/12/2024,05:46:49,Vinaya block 1 OHT,100,0,0
272,28/12/2024,05:26:48,Vinaya block 1 OHT,100,0,0
273,28/12/2024,05:06:48,Vinaya block 1 OHT,100,0,0
274,28/12/2024,04:46:48,Vinaya block 1 OHT,100,0,0
275,28/12/2024,04:26:48,Vinaya block 1 OHT,100,0,0
276,28/12/2024,04:06:48,Vinaya block 1 OHT,100,0,0
277,28/12/2024,03:46:48,Vinaya block 1 OHT,100,0,0
278,28/12/2024,03:26:48,Vinaya block 1 OHT,100,0,0
279,28/12/2024,03:06:48,Vinaya block 1 OHT,100,0,0
280,28/12/2024,02:46:49,Vinaya block 1 OHT,100,0,0
281,28/12/2024,00:46:49,Vinaya block 1 OHT,100,100,18735.938
282,28/12/2024,00:27:24,Vinaya block 1 OHT,100,0,0
283,28/12/2024,00:06:49,Vinaya block 1 OHT,100,100,18735.938
284,27/12/2024,23:46:49,Vinaya block 1 OHT,100,22.9,4290.26
285,27/12/2024,23:26:49,Vinaya block 1 OHT,100,0,0
286,27/12/2024,23:06:49,Vinaya block 1 OHT,100,0,0
287,27/12/2024,22:46:49,Vinaya block 1 OHT,100,0,0
288,27/12/2024,22:26:49,Vinaya block 1 OHT,100,0,0
289,27/12/2024,22:06:49,Vinaya block 1 OHT,100,0,0
290,27/12/2024,21:46:49,Vinaya block 1 OHT,100,0,0
291,27/12/2024,21:26:49,Vinaya block 1 OHT,100,0,0
292,27/12/2024,21:06:49,Vinaya block 1 OHT,100,0,0
293,27/12/2024,20:46:49,Vinaya block 1 OHT,100,0,0
294,27/12/2024,20:26:49,Vinaya block 1 OHT,100,0,0
295,27/12/2024,20:06:49,Vinaya block 1 OHT,100,0,0
296,27/12/2024,19:46:49,Vinaya block 1 OHT,100,0,0
297,27/12/2024,19:26:49,Vinaya block 1 OHT,100,0,0
298,27/12/2024,19:06:49,Vinaya block 1 OHT,100,0,0
299,27/12/2024,18:46:49,Vinaya block 1 OHT,100,0,0
300,27/12/2024,18:26:49,Vinaya block 1 OHT,100,0,0
301,27/12/2024,18:06:49,Vinaya block 1 OHT,100,0,0
302,27/12/2024,17:46:49,Vinaya block 1 OHT,100,0,0
303,27/12/2024,17:26:49,Vinaya block 1 OHT,100,0,0
304,27/12/2024,17:06:50,Vinaya block 1 OHT,100,0,0
305,27/12/2024,16:46:50,Vinaya block 1 OHT,100,0,0
306,27/12/2024,16:27:43,Vinaya block 1 OHT,100,0,0
307,27/12/2024,16:06:49,Vinaya block 1 OHT,100,0,0
308,27/12/2024,15:46:50,Vinaya block 1 OHT,100,0,0
309,27/12/2024,15:26:50,Vinaya block 1 OHT,100,52.17,9775.27
310,27/12/2024,15:06:50,Vinaya block 1 OHT,100,100,18735.938
311,27/12/2024,14:46:50,Vinaya block 1 OHT,100,100,18735.938
312,27/12/2024,14:26:50,Vinaya block 1 OHT,100,100,18735.938
313,27/12/2024,14:06:50,Vinaya block 1 OHT,100,0,0
314,27/12/2024,13:46:50,Vinaya block 1 OHT,100,0,0
315,27/12/2024,13:26:50,Vinaya block 1 OHT,100,13.33,2498.13
316,27/12/2024,13:06:50,Vinaya block 1 OHT,100,100,18735.938
317,27/12/2024,12:46:50,Vinaya block 1 OHT,100,100,18735.938
318,27/12/2024,12:26:50,Vinaya block 1 OHT,100,0,0
319,27/12/2024,12:06:50,Vinaya block 1 OHT,100,84.35,15803.36
320,27/12/2024,11:46:50,Vinaya block 1 OHT,100,100,18735.938
321,27/12/2024,11:26:50,Vinaya block 1 OHT,100,100,18735.938
322,27/12/2024,11:06:50,Vinaya block 1 OHT,100,100,18735.938
323,27/12/2024,10:46:50,Vinaya block 1 OHT,100,100,18735.938
324,27/12/2024,10:26:50,Vinaya block 1 OHT,100,100,18735.938
325,27/12/2024,10:06:50,Vinaya block 1 OHT,100,100,18735.938
326,27/12/2024,09:46:50,Vinaya block 1 OHT,100,100,18735.938
327,27/12/2024,09:26:50,Vinaya block 1 OHT,100,100,18735.938
328,27/12/2024,09:06:50,Vinaya block 1 OHT,100,100,18735.938
329,27/12/2024,08:46:50,Vinaya block 1 OHT,100,100,18735.938
330,27/12/2024,08:26:50,Vinaya block 1 OHT,100,100,18735.938
331,27/12/2024,08:06:50,Vinaya block 1 OHT,100,100,18735.938
332,27/12/2024,07:46:50,Vinaya block 1 OHT,100,100,18735.938
333,27/12/2024,07:26:50,Vinaya block 1 OHT,100,100,18735.938
334,27/12/2024,07:06:50,Vinaya block 1 OHT,100,100,18735.938
335,27/12/2024,06:46:50,Vinaya block 1 OHT,100,100,18735.938
336,27/12/2024,06:26:50,Vinaya block 1 OHT,100,100,18735.938
337,27/12/2024,06:06:50,Vinaya block 1 OHT,100,100,18735.938
338,27/12/2024,05:46:50,Vinaya block 1 OHT,100,100,18735.938
339,27/12/2024,05:26:51,Vinaya block 1 OHT,100,100,18735.938
340,27/12/2024,05:06:51,Vinaya block 1 OHT,100,100,18735.938
341,27/12/2024,04:46:51,Vinaya block 1 OHT,100,100,18735.938
342,27/12/2024,04:26:51,Vinaya block 1 OHT,100,100,18735.938
343,27/12/2024,04:06:51,Vinaya block 1 OHT,100,100,18735.938
344,27/12/2024,03:46:51,Vinaya block 1 OHT,100,100,18735.938
345,27/12/2024,03:26:51,Vinaya block 1 OHT,100,100,18735.938
346,27/12/2024,03:06:51,Vinaya block 1 OHT,100,100,18735.938
347,27/12/2024,02:46:51,Vinaya block 1 OHT,100,100,18735.938
348,27/12/2024,02:26:51,Vinaya block 1 OHT,100,100,18735.938
349,27/12/2024,02:06:51,Vinaya block 1 OHT,100,100,18735.938
350,27/12/2024,01:46:51,Vinaya block 1 OHT,100,100,18735.938
351,27/12/2024,01:26:51,Vinaya block 1 OHT,100,100,18735.938
352,27/12/2024,01:06:51,Vinaya block 1 OHT,100,100,18735.938
353,27/12/2024,00:46:51,Vinaya block 1 OHT,100,100,18735.938
354,27/12/2024,00:26:51,Vinaya block 1 OHT,100,100,18735.938
355,27/12/2024,00:06:50,Vinaya block 1 OHT,100,100,18735.938
356,26/12/2024,23:46:50,Vinaya block 1 OHT,100,100,18735.938
357,26/12/2024,23:26:51,Vinaya block 1 OHT,100,100,18735.938
358,26/12/2024,23:06:51,Vinaya block 1 OHT,100,100,18735.938
359,26/12/2024,22:46:51,Vinaya block 1 OHT,100,100,18735.938
360,26/12/2024,22:26:51,Vinaya block 1 OHT,100,100,18735.938
361,26/12/2024,22:06:51,Vinaya block 1 OHT,100,100,18735.938
362,26/12/2024,21:46:49,Vinaya block 1 OHT,100,100,18735.938
363,26/12/2024,21:26:50,Vinaya block 1 OHT,100,100,18735.938
364,26/12/2024,21:06:50,Vinaya block 1 OHT,100,100,18735.938
365,26/12/2024,20:46:50,Vinaya block 1 OHT,100,100,18735.938
366,26/12/2024,20:26:50,Vinaya block 1 OHT,100,100,18735.938
367,26/12/2024,20:06:50,Vinaya block 1 OHT,100,100,18735.938
368,26/12/2024,19:46:51,Vinaya block 1 OHT,100,100,18735.938
369,26/12/2024,19:26:51,Vinaya block 1 OHT,100,100,18735.938
370,26/12/2024,19:06:51,Vinaya block 1 OHT,100,100,18735.938
371,26/12/2024,18:46:51,Vinaya block 1 OHT,100,100,18735.938
372,26/12/2024,18:26:51,Vinaya block 1 OHT,100,100,18735.938
