Serial No.,Date,Time,Device Name,battery_percentage,filled_level,litres
119,30/12/2024,08:29:13,Kaveri ugt level,90,64.37,309144.41
120,30/12/2024,08:09:13,Kaveri ugt level,91,64.37,309144.41
121,30/12/2024,07:49:13,Kaveri ugt level,92,64.26,308637.06
122,30/12/2024,07:29:13,Kaveri ugt level,89,64.15,308129.71
123,30/12/2024,07:09:13,Kaveri ugt level,88,62.11,298320.97
124,30/12/2024,06:49:13,Kaveri ugt level,89,59.89,287666.65
125,30/12/2024,06:29:14,Kaveri ugt level,91,58.38,280394.65
126,30/12/2024,06:09:14,Kaveri ugt level,92,60.92,292571.02
127,30/12/2024,05:49:14,Kaveri ugt level,90,64.82,311342.92
128,30/12/2024,05:29:13,Kaveri ugt level,92,64.82,311342.92
129,30/12/2024,05:09:13,Kaveri ugt level,90,64.82,311342.92
130,30/12/2024,04:49:13,Kaveri ugt level,92,64.82,311342.92
131,30/12/2024,04:29:13,Kaveri ugt level,90,64.79,311173.8
132,30/12/2024,04:09:13,Kaveri ugt level,89,64.79,311173.8
133,30/12/2024,03:49:13,Kaveri ugt level,89,64.79,311173.8
134,30/12/2024,03:29:13,Kaveri ugt level,90,64.79,311173.8
135,30/12/2024,03:09:13,Kaveri ugt level,88,64.79,311173.8
136,30/12/2024,02:49:13,Kaveri ugt level,89,64.23,308467.94
137,30/12/2024,02:29:13,Kaveri ugt level,88,63.35,304240.04
138,30/12/2024,02:09:13,Kaveri ugt level,89,62.61,300688.6
139,30/12/2024,01:49:13,Kaveri ugt level,90,61.9,297306.27
140,30/12/2024,01:29:14,Kaveri ugt level,90,61.27,294262.18
141,30/12/2024,01:09:14,Kaveri ugt level,89,60.63,291218.09
142,30/12/2024,00:49:13,Kaveri ugt level,88,60,288174
143,30/12/2024,00:29:13,Kaveri ugt level,90,59.3,284791.68
144,30/12/2024,00:09:13,Kaveri ugt level,89,58.59,281409.35
145,29/12/2024,23:49:13,Kaveri ugt level,90,58.45,280732.89
146,29/12/2024,23:29:13,Kaveri ugt level,90,58.42,280563.77
147,29/12/2024,23:09:13,Kaveri ugt level,92,58.42,280563.77
148,29/12/2024,22:49:14,Kaveri ugt level,90,58.42,280563.77
149,29/12/2024,22:29:13,Kaveri ugt level,92,58.42,280563.77
150,29/12/2024,22:09:14,Kaveri ugt level,89,100,480290
151,29/12/2024,21:49:14,Kaveri ugt level,90,100,480290
152,29/12/2024,21:29:14,Kaveri ugt level,90,100,480290
153,29/12/2024,21:09:14,Kaveri ugt level,90,100,480290
154,29/12/2024,20:49:14,Kaveri ugt level,89,100,480290
155,29/12/2024,20:29:14,Kaveri ugt level,88,100,480290
156,29/12/2024,20:09:14,Kaveri ugt level,91,54.47,261622.76
157,29/12/2024,19:49:14,Kaveri ugt level,91,52.92,254181.64
158,29/12/2024,19:29:14,Kaveri ugt level,88,51.27,246233.18
159,29/12/2024,19:09:15,Kaveri ugt level,88,49.47,237608.26
160,29/12/2024,18:49:15,Kaveri ugt level,88,48.38,232365.65
161,29/12/2024,18:29:14,Kaveri ugt level,90,49.65,238453.84
162,29/12/2024,18:09:15,Kaveri ugt level,91,53.66,257733.08
163,29/12/2024,17:49:14,Kaveri ugt level,89,55.49,266527.13
164,29/12/2024,17:29:15,Kaveri ugt level,88,55.49,266527.13
165,29/12/2024,17:09:24,Kaveri ugt level,88,55.49,266527.13
166,29/12/2024,16:49:14,Kaveri ugt level,90,55.46,266358.01
167,29/12/2024,16:29:14,Kaveri ugt level,90,55.46,266358.01
168,29/12/2024,16:09:14,Kaveri ugt level,93,55.46,266358.01
169,29/12/2024,15:49:14,Kaveri ugt level,90,57.32,275321.17
170,29/12/2024,15:29:14,Kaveri ugt level,90,61.41,294938.65
171,29/12/2024,15:09:15,Kaveri ugt level,92,65.7,315570.82
172,29/12/2024,14:49:15,Kaveri ugt level,96,66.44,319122.26
173,29/12/2024,14:29:15,Kaveri ugt level,93,66.44,319122.26
174,29/12/2024,14:09:15,Kaveri ugt level,92,66.44,319122.26
175,29/12/2024,13:49:14,Kaveri ugt level,95,66.44,319122.26
176,29/12/2024,13:29:14,Kaveri ugt level,95,66.44,319122.26
177,29/12/2024,13:09:15,Kaveri ugt level,96,66.44,319122.26
178,29/12/2024,12:49:34,Kaveri ugt level,97,66.44,319122.26
179,29/12/2024,12:29:15,Kaveri ugt level,98,66.48,319291.38
180,29/12/2024,12:09:15,Kaveri ugt level,96,66.69,320306.08
181,29/12/2024,11:49:15,Kaveri ugt level,96,69.82,335357.42
182,29/12/2024,11:29:15,Kaveri ugt level,97,72.78,349563.18
183,29/12/2024,11:09:15,Kaveri ugt level,96,76.58,367827.73
184,29/12/2024,10:49:15,Kaveri ugt level,94,79.75,383048.19
185,29/12/2024,10:29:15,Kaveri ugt level,94,79.75,383048.19
186,29/12/2024,10:09:15,Kaveri ugt level,93,79.79,383217.3
187,29/12/2024,09:49:15,Kaveri ugt level,92,79.75,383048.19
188,29/12/2024,09:29:15,Kaveri ugt level,95,79.75,383048.19
189,29/12/2024,09:09:15,Kaveri ugt level,95,79.75,383048.19
190,29/12/2024,08:49:15,Kaveri ugt level,92,79.75,383048.19
191,29/12/2024,08:29:15,Kaveri ugt level,91,79.75,383048.19
192,29/12/2024,08:09:15,Kaveri ugt level,95,79.75,383048.19
193,29/12/2024,07:49:15,Kaveri ugt level,89,79.75,383048.19
194,29/12/2024,07:29:15,Kaveri ugt level,90,79.75,383048.19
195,29/12/2024,07:09:15,Kaveri ugt level,90,81.76,392687.81
196,29/12/2024,06:49:15,Kaveri ugt level,88,81.55,391673.11
197,29/12/2024,06:29:15,Kaveri ugt level,90,80.99,388967.25
198,29/12/2024,06:09:15,Kaveri ugt level,88,80,384232
199,29/12/2024,05:49:16,Kaveri ugt level,90,83.56,401312.74
200,29/12/2024,05:29:15,Kaveri ugt level,88,86.3,414503.8
201,29/12/2024,05:09:15,Kaveri ugt level,87,84.86,407570.04
202,29/12/2024,04:49:15,Kaveri ugt level,87,83.63,401650.97
203,29/12/2024,04:29:15,Kaveri ugt level,89,82.08,394209.86
204,29/12/2024,04:09:15,Kaveri ugt level,89,80.63,387276.09
205,29/12/2024,03:49:15,Kaveri ugt level,87,79.12,380004.1
206,29/12/2024,03:29:15,Kaveri ugt level,88,77.57,372562.98
207,29/12/2024,03:09:15,Kaveri ugt level,90,76.02,365121.87
208,29/12/2024,02:49:15,Kaveri ugt level,88,75.32,361739.55
209,29/12/2024,02:29:15,Kaveri ugt level,90,79.89,383724.65
210,29/12/2024,02:09:15,Kaveri ugt level,88,81.34,390658.42
211,29/12/2024,01:49:15,Kaveri ugt level,88,78.52,377129.12
212,29/12/2024,01:29:15,Kaveri ugt level,87,76.65,368165.96
213,29/12/2024,01:09:15,Kaveri ugt level,90,74.61,358357.22
214,29/12/2024,00:49:15,Kaveri ugt level,89,72.71,349224.95
215,29/12/2024,00:29:16,Kaveri ugt level,88,70.53,338739.74
216,29/12/2024,00:09:16,Kaveri ugt level,90,68.66,329776.58
217,28/12/2024,23:49:14,Kaveri ugt level,90,66.62,319967.85
218,28/12/2024,23:29:15,Kaveri ugt level,88,64.54,309989.99
219,28/12/2024,23:09:15,Kaveri ugt level,91,62.61,300688.6
220,28/12/2024,22:49:15,Kaveri ugt level,90,60.7,291556.32
221,28/12/2024,22:29:15,Kaveri ugt level,88,58.63,281578.47
222,28/12/2024,22:09:16,Kaveri ugt level,90,56.69,272277.08
223,28/12/2024,21:49:16,Kaveri ugt level,88,54.44,261453.64
224,28/12/2024,21:29:15,Kaveri ugt level,90,52.71,253166.95
225,28/12/2024,21:09:16,Kaveri ugt level,92,50.7,243527.32
226,28/12/2024,20:49:15,Kaveri ugt level,90,48.84,234564.17
227,28/12/2024,20:29:16,Kaveri ugt level,88,47.15,226446.59
228,28/12/2024,20:09:16,Kaveri ugt level,90,45.25,217314.31
229,28/12/2024,19:49:16,Kaveri ugt level,90,46.34,222556.92
230,28/12/2024,19:29:17,Kaveri ugt level,89,45.6,219005.48
231,28/12/2024,19:09:16,Kaveri ugt level,92,43.77,210211.43
232,28/12/2024,18:49:17,Kaveri ugt level,91,41.94,201417.39
233,28/12/2024,18:29:16,Kaveri ugt level,90,40.49,194483.63
234,28/12/2024,18:09:16,Kaveri ugt level,90,40.14,192792.46
235,28/12/2024,17:49:17,Kaveri ugt level,90,40.14,192792.46
236,28/12/2024,17:29:16,Kaveri ugt level,89,40.14,192792.46
237,28/12/2024,17:09:16,Kaveri ugt level,89,40.14,192792.46
238,28/12/2024,16:49:16,Kaveri ugt level,89,41.83,200910.04
239,28/12/2024,16:29:17,Kaveri ugt level,90,45.7,219512.82
240,28/12/2024,16:09:17,Kaveri ugt level,91,46.94,225431.89
241,28/12/2024,15:49:17,Kaveri ugt level,92,46.94,225431.89
242,28/12/2024,15:29:17,Kaveri ugt level,90,49.23,236424.44
243,28/12/2024,15:09:17,Kaveri ugt level,94,53.31,256041.92
244,28/12/2024,14:49:15,Kaveri ugt level,95,57.32,275321.17
245,28/12/2024,14:29:16,Kaveri ugt level,92,57.96,278365.26
246,28/12/2024,14:09:16,Kaveri ugt level,95,56.97,273630.01
247,28/12/2024,13:49:16,Kaveri ugt level,95,56.09,269402.1
248,28/12/2024,13:29:16,Kaveri ugt level,94,55.04,264328.62
249,28/12/2024,13:09:15,Kaveri ugt level,96,57.78,277519.68
250,28/12/2024,12:49:16,Kaveri ugt level,97,61.58,295784.23
251,28/12/2024,12:29:16,Kaveri ugt level,95,65.53,314725.24
252,28/12/2024,12:09:16,Kaveri ugt level,96,69.33,332989.79
253,28/12/2024,11:49:17,Kaveri ugt level,95,73.17,351423.46
254,28/12/2024,11:29:17,Kaveri ugt level,94,77.01,369857.12
255,28/12/2024,11:09:16,Kaveri ugt level,94,78.13,375268.84
256,28/12/2024,10:49:17,Kaveri ugt level,94,78.13,375268.84
257,28/12/2024,10:29:27,Kaveri ugt level,95,78.13,375268.84
258,28/12/2024,10:09:17,Kaveri ugt level,92,78.13,375268.84
259,28/12/2024,09:49:17,Kaveri ugt level,94,78.13,375268.84
260,28/12/2024,09:29:15,Kaveri ugt level,92,78.13,375268.84
261,28/12/2024,09:09:16,Kaveri ugt level,90,78.1,375099.73
262,28/12/2024,08:49:16,Kaveri ugt level,88,78.1,375099.73
263,28/12/2024,08:29:16,Kaveri ugt level,88,78.1,375099.73
264,28/12/2024,08:09:16,Kaveri ugt level,87,78.1,375099.73
265,28/12/2024,07:49:16,Kaveri ugt level,89,78.1,375099.73
266,28/12/2024,07:29:16,Kaveri ugt level,89,78.1,375099.73
267,28/12/2024,07:09:16,Kaveri ugt level,87,77.99,374592.38
268,28/12/2024,06:49:17,Kaveri ugt level,88,78.91,378989.4
269,28/12/2024,06:29:17,Kaveri ugt level,88,81.8,392856.93
270,28/12/2024,06:09:17,Kaveri ugt level,88,81.8,392856.93
271,28/12/2024,05:49:17,Kaveri ugt level,87,81.83,393026.04
272,28/12/2024,05:29:17,Kaveri ugt level,90,81.83,393026.04
273,28/12/2024,05:09:17,Kaveri ugt level,87,81.83,393026.04
274,28/12/2024,04:49:18,Kaveri ugt level,85,81.83,393026.04
275,28/12/2024,04:29:18,Kaveri ugt level,86,81.87,393195.16
276,28/12/2024,04:09:18,Kaveri ugt level,88,81.87,393195.16
277,28/12/2024,03:49:18,Kaveri ugt level,88,81.87,393195.16
278,28/12/2024,03:29:18,Kaveri ugt level,88,81.87,393195.16
279,28/12/2024,03:09:18,Kaveri ugt level,86,81.87,393195.16
280,28/12/2024,02:49:18,Kaveri ugt level,88,81.87,393195.16
281,28/12/2024,00:49:18,Kaveri ugt level,88,81.94,393533.39
282,28/12/2024,00:29:18,Kaveri ugt level,87,81.94,393533.39
283,28/12/2024,00:09:18,Kaveri ugt level,87,81.94,393533.39
284,27/12/2024,23:49:18,Kaveri ugt level,87,81.97,393702.51
285,27/12/2024,23:29:18,Kaveri ugt level,90,81.97,393702.51
286,27/12/2024,23:09:18,Kaveri ugt level,90,81.97,393702.51
287,27/12/2024,22:49:18,Kaveri ugt level,90,81.97,393702.51
288,27/12/2024,22:29:18,Kaveri ugt level,87,82.01,393871.62
289,27/12/2024,22:09:19,Kaveri ugt level,86,82.82,397761.3
290,27/12/2024,21:49:49,Kaveri ugt level,87,86.41,415011.15
291,27/12/2024,21:29:18,Kaveri ugt level,88,86.41,415011.15
292,27/12/2024,21:09:19,Kaveri ugt level,88,85.7,411628.82
293,27/12/2024,20:49:18,Kaveri ugt level,87,84.65,406555.34
294,27/12/2024,20:29:30,Kaveri ugt level,86,83.42,400636.27
295,27/12/2024,20:09:18,Kaveri ugt level,86,81.73,392518.69
296,27/12/2024,19:49:19,Kaveri ugt level,91,80.04,384401.12
297,27/12/2024,19:29:28,Kaveri ugt level,87,81.83,393026.04
298,27/12/2024,19:09:19,Kaveri ugt level,88,80.11,384739.35
299,27/12/2024,18:50:07,Kaveri ugt level,87,78.59,377467.35
300,27/12/2024,18:29:19,Kaveri ugt level,88,78.42,376621.77
301,27/12/2024,18:09:19,Kaveri ugt level,89,78.63,377636.47
302,27/12/2024,17:49:18,Kaveri ugt level,90,82.39,395731.9
303,27/12/2024,17:29:19,Kaveri ugt level,87,84.72,406893.57
304,27/12/2024,17:09:19,Kaveri ugt level,88,84.72,406893.57
305,27/12/2024,16:49:19,Kaveri ugt level,89,84.75,407062.69
306,27/12/2024,16:29:19,Kaveri ugt level,92,84.79,407231.8
307,27/12/2024,16:09:18,Kaveri ugt level,89,84.89,407739.15
308,27/12/2024,15:49:19,Kaveri ugt level,88,89.08,427863.98
309,27/12/2024,15:29:19,Kaveri ugt level,88,93.45,448834.39
310,27/12/2024,15:09:19,Kaveri ugt level,90,97.61,468790.1
311,27/12/2024,14:49:19,Kaveri ugt level,91,98.17,471495.96
312,27/12/2024,14:29:19,Kaveri ugt level,89,97.32,467437.17
313,27/12/2024,14:09:19,Kaveri ugt level,93,94.68,454753.45
314,27/12/2024,13:49:19,Kaveri ugt level,94,92.04,442069.74
315,27/12/2024,13:29:20,Kaveri ugt level,97,89.3,428878.68
316,27/12/2024,13:09:19,Kaveri ugt level,93,86.3,414503.8
317,27/12/2024,12:49:19,Kaveri ugt level,92,82.82,397761.3
318,27/12/2024,12:29:20,Kaveri ugt level,92,80.39,386092.28
319,27/12/2024,12:09:20,Kaveri ugt level,95,81.51,391504
320,27/12/2024,11:49:19,Kaveri ugt level,91,82.71,397253.95
321,27/12/2024,11:29:20,Kaveri ugt level,92,85.95,412812.64
322,27/12/2024,11:09:20,Kaveri ugt level,92,89.86,431584.54
323,27/12/2024,10:49:20,Kaveri ugt level,90,91.65,440209.46
324,27/12/2024,10:29:19,Kaveri ugt level,94,90.92,436658.02
325,27/12/2024,10:09:19,Kaveri ugt level,92,90.95,436827.14
326,27/12/2024,09:49:20,Kaveri ugt level,92,90.99,436996.25
327,27/12/2024,09:29:20,Kaveri ugt level,91,91.02,437165.37
328,27/12/2024,09:09:20,Kaveri ugt level,90,91.09,437503.6
329,27/12/2024,08:49:20,Kaveri ugt level,91,91.13,437672.72
330,27/12/2024,08:29:20,Kaveri ugt level,92,91.16,437841.83
331,27/12/2024,08:09:19,Kaveri ugt level,88,91.23,438180.07
332,27/12/2024,07:49:19,Kaveri ugt level,88,91.27,438349.18
333,27/12/2024,07:29:19,Kaveri ugt level,89,91.09,437503.6
334,27/12/2024,07:09:19,Kaveri ugt level,88,90.67,435474.21
335,27/12/2024,06:49:19,Kaveri ugt level,88,91.2,438010.95
336,27/12/2024,06:29:19,Kaveri ugt level,90,93.7,450018.2
337,27/12/2024,06:09:19,Kaveri ugt level,88,93.59,449510.85
338,27/12/2024,05:49:19,Kaveri ugt level,88,95,456275.5
339,27/12/2024,05:30:00,Kaveri ugt level,88,94.61,454415.22
340,27/12/2024,05:09:20,Kaveri ugt level,87,92.75,445452.06
341,27/12/2024,04:49:20,Kaveri ugt level,89,90.63,435305.09
342,27/12/2024,04:29:20,Kaveri ugt level,88,88.84,426680.17
343,27/12/2024,04:09:20,Kaveri ugt level,88,86.73,416533.19
344,27/12/2024,03:49:20,Kaveri ugt level,88,97.36,467606.29
345,27/12/2024,03:29:20,Kaveri ugt level,90,82.71,397253.95
346,27/12/2024,03:09:20,Kaveri ugt level,89,80.81,388121.67
347,27/12/2024,02:49:20,Kaveri ugt level,87,78.73,378143.82
348,27/12/2024,02:29:20,Kaveri ugt level,87,76.87,369180.66
349,27/12/2024,02:09:21,Kaveri ugt level,90,74.82,359371.92
350,27/12/2024,01:49:21,Kaveri ugt level,88,74.3,356835.18
351,27/12/2024,01:29:20,Kaveri ugt level,90,74.93,359879.27
352,27/12/2024,01:09:21,Kaveri ugt level,88,78.8,378482.05
353,27/12/2024,00:49:20,Kaveri ugt level,89,79.82,383386.42
354,27/12/2024,00:29:21,Kaveri ugt level,88,78.27,375945.31
355,27/12/2024,00:09:20,Kaveri ugt level,88,76.73,368504.19
356,26/12/2024,23:49:20,Kaveri ugt level,87,75.28,361570.43
357,26/12/2024,23:29:20,Kaveri ugt level,88,73.77,354298.43
358,26/12/2024,23:09:20,Kaveri ugt level,89,72.01,345842.62
359,26/12/2024,22:49:20,Kaveri ugt level,90,70.7,339585.32
360,26/12/2024,22:29:21,Kaveri ugt level,90,69.15,332144.21
361,26/12/2024,22:09:20,Kaveri ugt level,88,67.78,325548.68
362,26/12/2024,21:49:19,Kaveri ugt level,88,66.8,320813.43
363,26/12/2024,21:29:19,Kaveri ugt level,91,66.76,320644.31
364,26/12/2024,21:09:19,Kaveri ugt level,92,66.37,318784.03
365,26/12/2024,20:49:19,Kaveri ugt level,91,65.7,315570.82
366,26/12/2024,20:29:20,Kaveri ugt level,89,64.82,311342.92
367,26/12/2024,20:09:20,Kaveri ugt level,89,64.51,309820.87
368,26/12/2024,19:49:20,Kaveri ugt level,88,67.32,323350.17
369,26/12/2024,19:29:21,Kaveri ugt level,88,66.51,319460.5
370,26/12/2024,19:09:20,Kaveri ugt level,92,64.75,311004.69
371,26/12/2024,18:49:21,Kaveri ugt level,91,63.45,304747.39
372,26/12/2024,18:29:21,Kaveri ugt level,89,61.8,296798.93
373,26/12/2024,18:09:18,Kaveri ugt level,89,60.14,288850.46
374,26/12/2024,17:49:19,Kaveri ugt level,93,59.51,285806.37
375,26/12/2024,17:29:19,Kaveri ugt level,93,59.51,285806.37
376,26/12/2024,17:09:19,Kaveri ugt level,90,59.51,285806.37
377,26/12/2024,16:49:21,Kaveri ugt level,90,59.51,285806.37
378,26/12/2024,16:29:21,Kaveri ugt level,92,59.51,285806.37
379,26/12/2024,16:09:22,Kaveri ugt level,92,59.51,285806.37
380,26/12/2024,15:49:22,Kaveri ugt level,92,59.51,285806.37
381,26/12/2024,15:29:22,Kaveri ugt level,93,63.27,303901.81
382,26/12/2024,15:09:22,Kaveri ugt level,95,64.4,309313.52
383,26/12/2024,14:49:21,Kaveri ugt level,92,68.8,330453.05
384,26/12/2024,14:29:23,Kaveri ugt level,97,72.71,349224.95
385,26/12/2024,14:09:22,Kaveri ugt level,92,74.75,359033.69
386,26/12/2024,13:49:22,Kaveri ugt level,92,76.97,369688.01
387,26/12/2024,13:29:22,Kaveri ugt level,93,79.51,381864.37
388,26/12/2024,13:09:22,Kaveri ugt level,91,78.73,378143.82
