Serial No.,Date,Time,Device Name,battery,raw_data,water_flow_in_cubic_meter,water_flow_in_litre
142,04/12/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
143,03/12/2024,23:24:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
144,03/12/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
145,03/12/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
146,03/12/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
147,03/12/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
148,02/12/2024,23:24:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
149,02/12/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
150,02/12/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
151,02/12/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
152,02/12/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
153,01/12/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
154,01/12/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
155,01/12/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
156,01/12/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
157,01/12/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
158,30/11/2024,23:24:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
159,30/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
160,30/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
161,30/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
162,29/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
163,29/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
164,29/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
165,29/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
166,29/11/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
167,28/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
168,28/11/2024,22:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
169,28/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
170,28/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
171,28/11/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
172,27/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
173,27/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
174,27/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
175,27/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
176,27/11/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
177,26/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
178,26/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
179,26/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
180,26/11/2024,10:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
181,26/11/2024,04:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
182,25/11/2024,23:24:12,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
183,25/11/2024,22:53:50,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
184,25/11/2024,16:53:50,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
185,25/11/2024,10:53:50,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
186,25/11/2024,04:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
187,24/11/2024,23:24:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
188,24/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
189,24/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
190,24/11/2024,10:54:19,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
191,24/11/2024,10:54:09,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
192,24/11/2024,04:54:09,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
193,23/11/2024,23:24:30,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
194,23/11/2024,22:54:08,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
195,23/11/2024,16:54:08,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
196,23/11/2024,10:54:08,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
197,23/11/2024,04:54:07,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
198,22/11/2024,23:24:38,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
199,22/11/2024,23:24:28,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
200,22/11/2024,22:54:07,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
201,22/11/2024,16:54:06,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
202,22/11/2024,10:54:16,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
203,22/11/2024,10:54:06,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
204,22/11/2024,04:54:06,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
205,21/11/2024,23:24:27,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
206,21/11/2024,22:54:05,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
207,21/11/2024,16:54:05,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
208,21/11/2024,10:54:05,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
209,21/11/2024,04:54:04,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
210,20/11/2024,23:24:26,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
211,20/11/2024,22:54:04,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
212,20/11/2024,16:54:04,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
213,20/11/2024,10:54:03,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
214,20/11/2024,04:54:03,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
215,19/11/2024,23:24:24,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
216,19/11/2024,22:54:02,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
217,19/11/2024,16:54:02,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
218,19/11/2024,10:54:02,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
219,19/11/2024,04:54:01,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
220,18/11/2024,23:24:23,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
221,18/11/2024,22:54:01,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
222,18/11/2024,16:54:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
223,18/11/2024,10:54:00,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
224,18/11/2024,04:54:00,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
225,17/11/2024,23:24:21,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
226,17/11/2024,22:54:00,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
227,17/11/2024,16:53:59,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
228,17/11/2024,10:53:59,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
229,17/11/2024,04:53:59,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
230,16/11/2024,23:24:20,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
231,16/11/2024,22:53:58,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
232,16/11/2024,16:53:58,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
233,16/11/2024,10:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
234,16/11/2024,04:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
235,15/11/2024,23:24:18,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
236,15/11/2024,22:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
237,15/11/2024,16:53:56,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
238,15/11/2024,10:53:56,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
239,15/11/2024,04:53:56,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
240,14/11/2024,23:24:37,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
241,14/11/2024,23:24:27,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
242,14/11/2024,22:53:55,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
243,14/11/2024,16:53:55,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
244,14/11/2024,10:53:55,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
245,14/11/2024,04:53:54,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
246,13/11/2024,23:24:35,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
247,13/11/2024,23:24:26,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
248,13/11/2024,22:53:54,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
249,13/11/2024,16:53:54,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
250,13/11/2024,10:53:53,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
251,13/11/2024,04:53:53,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
252,12/11/2024,23:24:14,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
253,12/11/2024,22:53:52,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
254,12/11/2024,16:53:52,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
255,12/11/2024,10:53:52,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
256,12/11/2024,04:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
257,11/11/2024,23:24:13,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
258,11/11/2024,22:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
259,11/11/2024,16:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
260,11/11/2024,10:53:50,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
261,11/11/2024,04:53:50,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
262,10/11/2024,23:24:11,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
263,10/11/2024,22:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
264,10/11/2024,16:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
265,10/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
266,10/11/2024,04:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
267,09/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
268,09/11/2024,22:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
269,09/11/2024,16:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
270,09/11/2024,10:53:49,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
271,09/11/2024,04:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
272,08/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
273,08/11/2024,22:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
274,08/11/2024,16:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
275,08/11/2024,10:53:47,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
276,08/11/2024,04:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
277,07/11/2024,23:24:10,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
278,07/11/2024,22:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
279,07/11/2024,16:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
280,07/11/2024,10:53:48,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
281,07/11/2024,04:53:47,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
282,06/11/2024,23:24:09,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
283,06/11/2024,22:53:47,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
284,06/11/2024,16:53:47,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
285,06/11/2024,10:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
286,06/11/2024,04:54:07,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
287,06/11/2024,04:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
288,05/11/2024,23:24:18,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
289,05/11/2024,22:53:57,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
290,05/11/2024,16:53:56,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
291,05/11/2024,10:53:56,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
292,30/10/2024,16:53:52,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
293,30/10/2024,10:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
294,30/10/2024,04:53:51,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
295,29/10/2024,23:24:12,Library outlet 2,100,1036.1,1036.1,1.0360999999999999e+06
