Serial No.,Date,Time,Device Name,battery,raw_data,water_flow_in_cubic_meter,water_flow_in_litre
75,17/12/2024,11:07:25,Library outlet 1,100,463.3,463.3,463300
76,17/12/2024,05:07:25,Library outlet 1,100,463.3,463.3,463300
77,16/12/2024,23:48:02,Library outlet 1,100,463.3,463.3,463300
78,16/12/2024,23:07:24,Library outlet 1,100,463.3,463.3,463300
79,16/12/2024,17:07:25,Library outlet 1,100,463.3,463.3,463300
80,16/12/2024,11:07:25,Library outlet 1,100,463.3,463.3,463300
81,16/12/2024,05:07:24,Library outlet 1,100,463.3,463.3,463300
82,15/12/2024,23:48:02,Library outlet 1,100,463.3,463.3,463300
83,15/12/2024,23:07:24,Library outlet 1,100,463.3,463.3,463300
84,15/12/2024,17:07:25,Library outlet 1,100,463.3,463.3,463300
85,15/12/2024,11:07:24,Library outlet 1,100,463.3,463.3,463300
86,15/12/2024,05:07:24,Library outlet 1,100,463.3,463.3,463300
87,14/12/2024,23:48:01,Library outlet 1,100,463.3,463.3,463300
88,14/12/2024,23:07:34,Library outlet 1,100,463.3,463.3,463300
89,14/12/2024,17:07:24,Library outlet 1,100,463.3,463.3,463300
90,14/12/2024,11:07:23,Library outlet 1,100,463.3,463.3,463300
91,14/12/2024,05:07:23,Library outlet 1,100,463.3,463.3,463300
92,13/12/2024,23:48:01,Library outlet 1,100,463.3,463.3,463300
93,13/12/2024,23:07:23,Library outlet 1,100,463.3,463.3,463300
94,13/12/2024,17:07:23,Library outlet 1,100,463.3,463.3,463300
95,13/12/2024,11:07:23,Library outlet 1,100,463.3,463.3,463300
96,13/12/2024,05:07:23,Library outlet 1,100,463.3,463.3,463300
97,12/12/2024,23:48:00,Library outlet 1,100,463.3,463.3,463300
98,12/12/2024,23:07:23,Library outlet 1,100,463.3,463.3,463300
99,12/12/2024,17:07:22,Library outlet 1,100,463.3,463.3,463300
100,12/12/2024,11:07:22,Library outlet 1,100,463.3,463.3,463300
101,12/12/2024,05:07:22,Library outlet 1,100,463.3,463.3,463300
102,11/12/2024,23:48:00,Library outlet 1,100,463.3,463.3,463300
103,11/12/2024,23:07:23,Library outlet 1,100,463.3,463.3,463300
104,11/12/2024,17:07:22,Library outlet 1,100,463.3,463.3,463300
105,11/12/2024,11:07:22,Library outlet 1,100,463.3,463.3,463300
106,11/12/2024,05:07:22,Library outlet 1,100,463.3,463.3,463300
107,10/12/2024,23:47:59,Library outlet 1,100,463.3,463.3,463300
108,10/12/2024,23:07:22,Library outlet 1,100,463.3,463.3,463300
109,10/12/2024,17:07:22,Library outlet 1,100,463.3,463.3,463300
110,10/12/2024,11:07:22,Library outlet 1,100,463.3,463.3,463300
111,10/12/2024,05:07:21,Library outlet 1,100,463.3,463.3,463300
112,09/12/2024,23:47:59,Library outlet 1,100,463.3,463.3,463300
113,09/12/2024,23:07:21,Library outlet 1,100,463.3,463.3,463300
114,09/12/2024,05:07:31,Library outlet 1,100,463.3,463.3,463300
115,09/12/2024,05:07:21,Library outlet 1,100,463.3,463.3,463300
116,08/12/2024,23:47:58,Library outlet 1,100,463.3,463.3,463300
117,08/12/2024,23:07:20,Library outlet 1,100,463.3,463.3,463300
118,08/12/2024,17:07:21,Library outlet 1,100,463.3,463.3,463300
119,08/12/2024,11:07:21,Library outlet 1,100,463.3,463.3,463300
120,08/12/2024,05:07:21,Library outlet 1,100,463.3,463.3,463300
121,07/12/2024,23:47:58,Library outlet 1,100,463.3,463.3,463300
122,07/12/2024,23:07:20,Library outlet 1,100,463.3,463.3,463300
123,07/12/2024,17:07:21,Library outlet 1,100,463.3,463.3,463300
124,07/12/2024,11:07:20,Library outlet 1,100,463.3,463.3,463300
125,07/12/2024,05:07:20,Library outlet 1,100,463.3,463.3,463300
126,06/12/2024,23:47:57,Library outlet 1,100,463.3,463.3,463300
127,06/12/2024,23:07:30,Library outlet 1,100,463.3,463.3,463300
128,06/12/2024,23:07:20,Library outlet 1,100,463.3,463.3,463300
129,06/12/2024,11:07:20,Library outlet 1,100,463.3,463.3,463300
130,06/12/2024,05:07:20,Library outlet 1,100,463.3,463.3,463300
131,05/12/2024,23:47:57,Library outlet 1,100,463.3,463.3,463300
132,05/12/2024,23:07:19,Library outlet 1,100,463.3,463.3,463300
133,05/12/2024,17:07:19,Library outlet 1,100,463.3,463.3,463300
134,05/12/2024,11:07:19,Library outlet 1,100,463.3,463.3,463300
135,05/12/2024,05:07:19,Library outlet 1,100,463.3,463.3,463300
136,04/12/2024,23:47:56,Library outlet 1,100,463.3,463.3,463300
137,04/12/2024,23:07:19,Library outlet 1,100,463.3,463.3,463300
138,04/12/2024,17:07:18,Library outlet 1,100,463.3,463.3,463300
139,04/12/2024,11:07:18,Library outlet 1,100,463.3,463.3,463300
140,04/12/2024,05:07:18,Library outlet 1,100,463.3,463.3,463300
141,03/12/2024,23:47:56,Library outlet 1,100,463.3,463.3,463300
142,03/12/2024,23:07:18,Library outlet 1,100,463.3,463.3,463300
143,03/12/2024,17:07:18,Library outlet 1,100,463.3,463.3,463300
144,03/12/2024,11:07:18,Library outlet 1,100,463.3,463.3,463300
145,03/12/2024,05:07:18,Library outlet 1,100,463.3,463.3,463300
146,02/12/2024,23:47:55,Library outlet 1,100,463.3,463.3,463300
147,02/12/2024,23:07:18,Library outlet 1,100,463.3,463.3,463300
148,02/12/2024,17:07:18,Library outlet 1,100,463.3,463.3,463300
149,02/12/2024,11:07:18,Library outlet 1,100,463.3,463.3,463300
150,02/12/2024,05:07:17,Library outlet 1,100,463.3,463.3,463300
151,01/12/2024,23:47:55,Library outlet 1,100,463.3,463.3,463300
152,01/12/2024,23:07:17,Library outlet 1,100,463.3,463.3,463300
153,01/12/2024,17:07:17,Library outlet 1,100,463.3,463.3,463300
154,01/12/2024,11:07:16,Library outlet 1,100,463.3,463.3,463300
155,01/12/2024,05:07:17,Library outlet 1,100,463.3,463.3,463300
156,30/11/2024,23:47:55,Library outlet 1,100,463.3,463.3,463300
157,30/11/2024,17:07:17,Library outlet 1,100,463.3,463.3,463300
158,30/11/2024,11:07:17,Library outlet 1,100,463.3,463.3,463300
159,30/11/2024,05:07:16,Library outlet 1,100,463.3,463.3,463300
160,29/11/2024,23:47:54,Library outlet 1,100,463.3,463.3,463300
161,29/11/2024,23:07:16,Library outlet 1,100,463.3,463.3,463300
162,29/11/2024,17:07:16,Library outlet 1,100,463.3,463.3,463300
163,29/11/2024,11:07:16,Library outlet 1,100,463.3,463.3,463300
164,29/11/2024,05:07:16,Library outlet 1,100,463.3,463.3,463300
165,28/11/2024,23:07:16,Library outlet 1,100,463.3,463.3,463300
166,28/11/2024,11:07:16,Library outlet 1,100,463.3,463.3,463300
167,28/11/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
168,27/11/2024,23:47:53,Library outlet 1,100,463.3,463.3,463300
169,27/11/2024,23:07:16,Library outlet 1,100,463.3,463.3,463300
170,27/11/2024,17:07:15,Library outlet 1,100,463.3,463.3,463300
171,27/11/2024,11:07:15,Library outlet 1,100,463.3,463.3,463300
172,27/11/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
173,26/11/2024,23:47:53,Library outlet 1,100,463.3,463.3,463300
174,26/11/2024,23:07:15,Library outlet 1,100,463.3,463.3,463300
175,26/11/2024,17:07:15,Library outlet 1,100,463.3,463.3,463300
176,26/11/2024,11:07:17,Library outlet 1,100,463.3,463.3,463300
177,26/11/2024,05:07:17,Library outlet 1,100,463.3,463.3,463300
178,25/11/2024,23:47:54,Library outlet 1,100,463.3,463.3,463300
179,25/11/2024,23:07:16,Library outlet 1,100,463.3,463.3,463300
180,25/11/2024,17:07:16,Library outlet 1,100,463.3,463.3,463300
181,25/11/2024,11:07:16,Library outlet 1,100,463.3,463.3,463300
182,25/11/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
183,24/11/2024,23:47:52,Library outlet 1,100,463.3,463.3,463300
184,24/11/2024,23:07:15,Library outlet 1,100,463.3,463.3,463300
185,24/11/2024,17:07:14,Library outlet 1,100,463.3,463.3,463300
186,24/11/2024,11:07:34,Library outlet 1,100,463.3,463.3,463300
187,24/11/2024,05:07:34,Library outlet 1,100,463.3,463.3,463300
188,23/11/2024,23:48:11,Library outlet 1,100,463.3,463.3,463300
189,23/11/2024,23:07:33,Library outlet 1,100,463.3,463.3,463300
190,23/11/2024,17:07:33,Library outlet 1,100,463.3,463.3,463300
191,23/11/2024,11:07:33,Library outlet 1,100,463.3,463.3,463300
192,23/11/2024,05:07:32,Library outlet 1,100,463.3,463.3,463300
193,22/11/2024,23:48:09,Library outlet 1,100,463.3,463.3,463300
194,22/11/2024,23:07:32,Library outlet 1,100,463.3,463.3,463300
195,22/11/2024,17:07:31,Library outlet 1,100,463.3,463.3,463300
196,22/11/2024,11:07:31,Library outlet 1,100,463.3,463.3,463300
197,22/11/2024,05:07:30,Library outlet 1,100,463.3,463.3,463300
198,21/11/2024,23:48:07,Library outlet 1,100,463.3,463.3,463300
199,21/11/2024,23:07:30,Library outlet 1,100,463.3,463.3,463300
200,21/11/2024,17:07:39,Library outlet 1,100,463.3,463.3,463300
201,21/11/2024,17:07:29,Library outlet 1,100,463.3,463.3,463300
202,21/11/2024,11:07:29,Library outlet 1,100,463.3,463.3,463300
203,21/11/2024,05:07:28,Library outlet 1,100,463.3,463.3,463300
204,20/11/2024,23:48:05,Library outlet 1,100,463.3,463.3,463300
205,20/11/2024,23:07:28,Library outlet 1,100,463.3,463.3,463300
206,20/11/2024,17:07:27,Library outlet 1,100,463.3,463.3,463300
207,20/11/2024,11:07:27,Library outlet 1,100,463.3,463.3,463300
208,20/11/2024,05:07:27,Library outlet 1,100,463.3,463.3,463300
209,19/11/2024,23:48:04,Library outlet 1,100,463.3,463.3,463300
210,19/11/2024,23:07:26,Library outlet 1,100,463.3,463.3,463300
211,19/11/2024,17:07:26,Library outlet 1,100,463.3,463.3,463300
212,19/11/2024,11:07:25,Library outlet 1,100,463.3,463.3,463300
213,19/11/2024,05:07:25,Library outlet 1,100,463.3,463.3,463300
214,18/11/2024,23:48:02,Library outlet 1,100,463.3,463.3,463300
215,18/11/2024,23:07:24,Library outlet 1,100,463.3,463.3,463300
216,18/11/2024,17:07:34,Library outlet 1,100,463.3,463.3,463300
217,18/11/2024,17:07:24,Library outlet 1,100,463.3,463.3,463300
218,18/11/2024,11:07:23,Library outlet 1,100,463.3,463.3,463300
219,18/11/2024,05:07:23,Library outlet 1,100,463.3,463.3,463300
220,17/11/2024,23:48:00,Library outlet 1,100,463.3,463.3,463300
221,17/11/2024,23:07:22,Library outlet 1,100,463.3,463.3,463300
222,17/11/2024,17:07:22,Library outlet 1,100,463.3,463.3,463300
223,17/11/2024,11:07:21,Library outlet 1,100,463.3,463.3,463300
224,17/11/2024,05:07:21,Library outlet 1,100,463.3,463.3,463300
225,16/11/2024,23:47:58,Library outlet 1,100,463.3,463.3,463300
226,16/11/2024,23:07:31,Library outlet 1,100,463.3,463.3,463300
227,16/11/2024,23:07:21,Library outlet 1,100,463.3,463.3,463300
228,16/11/2024,17:07:20,Library outlet 1,100,463.3,463.3,463300
229,16/11/2024,11:07:20,Library outlet 1,100,463.3,463.3,463300
230,16/11/2024,05:07:19,Library outlet 1,100,463.3,463.3,463300
231,15/11/2024,23:47:56,Library outlet 1,100,463.3,463.3,463300
232,15/11/2024,23:07:19,Library outlet 1,100,463.3,463.3,463300
233,15/11/2024,17:07:18,Library outlet 1,100,463.3,463.3,463300
234,15/11/2024,11:07:18,Library outlet 1,100,463.3,463.3,463300
235,15/11/2024,05:07:17,Library outlet 1,100,463.3,463.3,463300
236,14/11/2024,23:48:15,Library outlet 1,100,463.3,463.3,463300
237,14/11/2024,23:47:55,Library outlet 1,100,463.3,463.3,463300
238,14/11/2024,23:07:17,Library outlet 1,100,463.3,463.3,463300
239,14/11/2024,17:07:16,Library outlet 1,100,463.3,463.3,463300
240,14/11/2024,11:07:16,Library outlet 1,100,463.3,463.3,463300
241,14/11/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
242,13/11/2024,23:47:53,Library outlet 1,100,463.3,463.3,463300
243,13/11/2024,23:07:15,Library outlet 1,100,463.3,463.3,463300
244,13/11/2024,17:07:15,Library outlet 1,100,463.3,463.3,463300
245,13/11/2024,11:07:14,Library outlet 1,100,463.3,463.3,463300
246,13/11/2024,05:07:14,Library outlet 1,100,463.3,463.3,463300
247,12/11/2024,23:47:51,Library outlet 1,100,463.3,463.3,463300
248,12/11/2024,23:07:13,Library outlet 1,100,463.3,463.3,463300
249,12/11/2024,17:07:13,Library outlet 1,100,463.3,463.3,463300
250,12/11/2024,11:07:12,Library outlet 1,100,463.3,463.3,463300
251,12/11/2024,05:07:12,Library outlet 1,100,463.3,463.3,463300
252,11/11/2024,23:47:49,Library outlet 1,100,463.3,463.3,463300
253,11/11/2024,23:07:11,Library outlet 1,100,463.3,463.3,463300
254,11/11/2024,17:07:11,Library outlet 1,100,463.3,463.3,463300
255,11/11/2024,11:07:10,Library outlet 1,100,463.3,463.3,463300
256,11/11/2024,05:07:10,Library outlet 1,100,463.3,463.3,463300
257,10/11/2024,23:47:47,Library outlet 1,100,463.3,463.3,463300
258,10/11/2024,23:07:09,Library outlet 1,100,463.3,463.3,463300
259,10/11/2024,17:07:09,Library outlet 1,100,463.3,463.3,463300
260,10/11/2024,11:07:08,Library outlet 1,100,463.3,463.3,463300
261,10/11/2024,05:07:08,Library outlet 1,100,463.3,463.3,463300
262,09/11/2024,23:47:55,Library outlet 1,100,463.3,463.3,463300
263,09/11/2024,23:47:45,Library outlet 1,100,463.3,463.3,463300
264,09/11/2024,23:07:08,Library outlet 1,100,463.3,463.3,463300
265,09/11/2024,17:07:07,Library outlet 1,100,463.3,463.3,463300
266,09/11/2024,11:07:08,Library outlet 1,100,463.3,463.3,463300
267,09/11/2024,05:07:08,Library outlet 1,100,463.3,463.3,463300
268,08/11/2024,23:47:45,Library outlet 1,100,463.3,463.3,463300
269,08/11/2024,23:07:07,Library outlet 1,100,463.3,463.3,463300
270,08/11/2024,17:07:07,Library outlet 1,100,463.3,463.3,463300
271,08/11/2024,11:07:06,Library outlet 1,100,463.3,463.3,463300
272,08/11/2024,05:07:07,Library outlet 1,100,463.3,463.3,463300
273,07/11/2024,23:47:44,Library outlet 1,100,463.3,463.3,463300
274,07/11/2024,23:07:07,Library outlet 1,100,463.3,463.3,463300
275,07/11/2024,17:07:06,Library outlet 1,100,463.3,463.3,463300
276,07/11/2024,11:07:06,Library outlet 1,100,463.3,463.3,463300
277,07/11/2024,05:07:06,Library outlet 1,100,463.3,463.3,463300
278,06/11/2024,23:47:43,Library outlet 1,100,463.3,463.3,463300
279,06/11/2024,23:07:06,Library outlet 1,100,463.3,463.3,463300
280,06/11/2024,17:07:05,Library outlet 1,100,463.3,463.3,463300
281,06/11/2024,11:07:15,Library outlet 1,100,463.3,463.3,463300
282,06/11/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
283,05/11/2024,23:47:52,Library outlet 1,100,463.3,463.3,463300
284,05/11/2024,23:07:15,Library outlet 1,100,463.3,463.3,463300
285,05/11/2024,17:07:14,Library outlet 1,100,463.3,463.3,463300
286,05/11/2024,11:07:14,Library outlet 1,100,463.3,463.3,463300
287,04/11/2024,11:07:13,Library outlet 1,100,463.3,463.3,463300
288,04/11/2024,05:07:12,Library outlet 1,100,463.3,463.3,463300
289,30/10/2024,17:07:07,Library outlet 1,100,463.3,463.3,463300
290,30/10/2024,11:07:07,Library outlet 1,100,463.3,463.3,463300
291,30/10/2024,05:07:06,Library outlet 1,100,463.3,463.3,463300
292,29/10/2024,23:47:44,Library outlet 1,100,463.3,463.3,463300
293,29/10/2024,23:07:06,Library outlet 1,100,463.3,463.3,463300
294,29/10/2024,17:07:06,Library outlet 1,100,463.3,463.3,463300
295,29/10/2024,11:07:06,Library outlet 1,100,463.3,463.3,463300
296,29/10/2024,05:07:05,Library outlet 1,100,463.3,463.3,463300
297,28/10/2024,23:47:42,Library outlet 1,100,463.3,463.3,463300
298,28/10/2024,23:07:05,Library outlet 1,100,463.3,463.3,463300
299,28/10/2024,17:07:04,Library outlet 1,100,463.3,463.3,463300
300,28/10/2024,11:07:04,Library outlet 1,100,463.3,463.3,463300
301,27/10/2024,17:07:03,Library outlet 1,100,463.3,463.3,463300
302,27/10/2024,11:07:03,Library outlet 1,100,463.3,463.3,463300
303,26/10/2024,11:07:01,Library outlet 1,100,463.3,463.3,463300
304,25/10/2024,11:07:00,Library outlet 1,100,463.3,463.3,463300
305,25/10/2024,05:07:00,Library outlet 1,100,463.3,463.3,463300
306,24/10/2024,23:47:37,Library outlet 1,100,463.3,463.3,463300
307,24/10/2024,23:06:59,Library outlet 1,100,463.3,463.3,463300
308,24/10/2024,17:06:59,Library outlet 1,100,463.3,463.3,463300
309,24/10/2024,11:06:59,Library outlet 1,100,463.3,463.3,463300
310,24/10/2024,05:06:58,Library outlet 1,100,463.3,463.3,463300
311,23/10/2024,23:47:36,Library outlet 1,100,463.3,463.3,463300
312,23/10/2024,23:06:58,Library outlet 1,100,463.3,463.3,463300
313,23/10/2024,17:06:58,Library outlet 1,100,463.3,463.3,463300
314,23/10/2024,11:06:57,Library outlet 1,100,463.3,463.3,463300
315,23/10/2024,05:06:57,Library outlet 1,100,463.3,463.3,463300
316,22/10/2024,23:47:34,Library outlet 1,100,463.3,463.3,463300
317,22/10/2024,23:06:57,Library outlet 1,100,463.3,463.3,463300
318,22/10/2024,17:06:57,Library outlet 1,100,463.3,463.3,463300
319,22/10/2024,11:07:18,Library outlet 1,100,463.3,463.3,463300
320,22/10/2024,11:07:08,Library outlet 1,100,463.3,463.3,463300
321,22/10/2024,05:07:08,Library outlet 1,100,463.3,463.3,463300
322,22/10/2024,05:06:58,Library outlet 1,100,463.3,463.3,463300
323,21/10/2024,23:47:35,Library outlet 1,100,463.3,463.3,463300
324,21/10/2024,23:07:18,Library outlet 1,100,463.3,463.3,463300
325,21/10/2024,17:07:17,Library outlet 1,100,463.3,463.3,463300
326,21/10/2024,17:07:07,Library outlet 1,100,463.3,463.3,463300
327,21/10/2024,11:06:57,Library outlet 1,100,463.3,463.3,463300
328,20/10/2024,11:07:06,Library outlet 1,100,463.3,463.3,463300
329,20/10/2024,05:07:06,Library outlet 1,100,463.3,463.3,463300
330,19/10/2024,11:06:55,Library outlet 1,100,463.3,463.3,463300
331,19/10/2024,05:07:05,Library outlet 1,100,463.3,463.3,463300
332,18/10/2024,11:06:54,Library outlet 1,100,463.3,463.3,463300
333,18/10/2024,05:06:54,Library outlet 1,100,463.3,463.3,463300
334,17/10/2024,23:47:31,Library outlet 1,100,463.3,463.3,463300
335,17/10/2024,23:06:54,Library outlet 1,100,463.3,463.3,463300
336,17/10/2024,17:07:17,Library outlet 1,100,463.3,463.3,463300
337,17/10/2024,17:06:58,Library outlet 1,100,463.3,463.3,463300
338,17/10/2024,11:06:57,Library outlet 1,100,463.3,463.3,463300
339,17/10/2024,05:06:57,Library outlet 1,100,463.3,463.3,463300
340,16/10/2024,23:47:54,Library outlet 1,100,463.3,463.3,463300
341,16/10/2024,23:47:44,Library outlet 1,100,463.3,463.3,463300
342,16/10/2024,23:07:16,Library outlet 1,100,463.3,463.3,463300
343,16/10/2024,23:07:06,Library outlet 1,100,463.3,463.3,463300
344,16/10/2024,23:06:56,Library outlet 1,100,463.3,463.3,463300
345,16/10/2024,17:07:06,Library outlet 1,100,463.3,463.3,463300
346,16/10/2024,11:06:56,Library outlet 1,100,463.3,463.3,463300
347,16/10/2024,05:07:15,Library outlet 1,100,463.3,463.3,463300
348,15/10/2024,23:47:43,Library outlet 1,100,463.3,463.3,463300
349,15/10/2024,23:47:33,Library outlet 1,100,463.3,463.3,463300
350,15/10/2024,23:07:15,Library outlet 1,100,463.3,463.3,463300
351,15/10/2024,23:07:05,Library outlet 1,100,463.3,463.3,463300
352,15/10/2024,23:06:55,Library outlet 1,100,463.3,463.3,463300
353,15/10/2024,17:07:15,Library outlet 1,100,463.3,463.3,463300
354,15/10/2024,17:07:05,Library outlet 1,100,463.3,463.3,463300
355,15/10/2024,11:06:54,Library outlet 1,100,463.3,463.3,463300
356,14/10/2024,23:47:51,Library outlet 1,100,463.3,463.3,463300
357,14/10/2024,23:47:31,Library outlet 1,100,463.3,463.3,463300
358,14/10/2024,23:07:04,Library outlet 1,100,463.3,463.3,463300
359,14/10/2024,11:06:53,Library outlet 1,100,463.3,463.3,463300
360,14/10/2024,05:06:53,Library outlet 1,100,463.3,463.3,463300
361,13/10/2024,23:47:30,Library outlet 1,100,463.3,463.3,463300
362,13/10/2024,23:07:12,Library outlet 1,100,463.3,463.3,463300
363,13/10/2024,23:07:02,Library outlet 1,100,463.3,463.3,463300
364,13/10/2024,17:06:52,Library outlet 1,100,463.3,463.3,463300
365,13/10/2024,11:06:52,Library outlet 1,100,463.3,463.3,463300
366,13/10/2024,05:07:11,Library outlet 1,100,463.3,463.3,463300
367,13/10/2024,05:07:01,Library outlet 1,100,463.3,463.3,463300
368,13/10/2024,05:06:51,Library outlet 1,100,463.3,463.3,463300
369,12/10/2024,23:47:49,Library outlet 1,100,463.3,463.3,463300
370,12/10/2024,23:07:11,Library outlet 1,100,463.3,463.3,463300
371,12/10/2024,23:07:01,Library outlet 1,100,463.3,463.3,463300
372,12/10/2024,17:07:15,Library outlet 1,100,463.3,463.3,463300
373,12/10/2024,17:07:05,Library outlet 1,100,463.3,463.3,463300
374,12/10/2024,11:06:55,Library outlet 1,100,463.3,463.3,463300
375,12/10/2024,05:06:54,Library outlet 1,100,463.3,463.3,463300
376,11/10/2024,23:47:52,Library outlet 1,100,463.3,463.3,463300
377,11/10/2024,23:47:42,Library outlet 1,100,463.3,463.3,463300
378,11/10/2024,23:07:14,Library outlet 1,100,463.3,463.3,463300
379,11/10/2024,17:07:14,Library outlet 1,100,463.3,463.3,463300
380,11/10/2024,17:07:04,Library outlet 1,100,463.3,463.3,463300
381,11/10/2024,17:06:54,Library outlet 1,100,463.3,463.3,463300
382,11/10/2024,11:07:03,Library outlet 1,100,463.3,463.3,463300
383,11/10/2024,11:06:53,Library outlet 1,100,463.3,463.3,463300
384,11/10/2024,05:06:53,Library outlet 1,100,463.3,463.3,463300
385,10/10/2024,23:47:50,Library outlet 1,100,463.3,463.3,463300
386,10/10/2024,23:47:40,Library outlet 1,100,463.3,463.3,463300
