Serial No.,Date,Time,Device Name,battery,raw_data,water_flow_in_cubic_meter,water_flow_in_litre
42,23-12-2024,17:31:58,SOC Outlet-01,100,4668.7,4668.7,4.67E+06
43,23-12-2024,11:31:57,SOC Outlet-01,100,4667.3,4667.3,4.67E+06
44,23-12-2024,05:32:00,SOC Outlet-01,100,4665.8,4665.8,4.67E+06
45,23-12-2024,00:16:35,SOC Outlet-01,100,4665.8,4665.8,4.67E+06
46,22-12-2024,23:32:00,SOC Outlet-01,100,4665.8,4665.8,4.67E+06
47,22-12-2024,17:31:59,SOC Outlet-01,100,4665.6,4665.6,4.67E+06
48,22-12-2024,11:31:59,SOC Outlet-01,100,4665.3,4665.3,4.67E+06
49,22-12-2024,05:31:59,SOC Outlet-01,100,4664.5,4664.5,4.66E+06
50,22-12-2024,00:16:35,SOC Outlet-01,100,4664.4,4664.4,4.66E+06
51,21-12-2024,23:31:59,SOC Outlet-01,100,4664.3,4664.3,4.66E+06
52,21-12-2024,17:31:59,SOC Outlet-01,100,4664.2,4664.2,4.66E+06
53,21-12-2024,05:31:59,SOC Outlet-01,100,4662.1,4662.1,4.66E+06
54,21-12-2024,00:16:34,SOC Outlet-01,100,4662,4662,4.66E+06
55,20-12-2024,23:31:59,SOC Outlet-01,100,4662,4662,4.66E+06
56,20-12-2024,17:31:59,SOC Outlet-01,100,4661.8,4661.8,4.66E+06
57,20-12-2024,11:31:59,SOC Outlet-01,100,4660.6,4660.6,4.66E+06
58,20-12-2024,05:31:58,SOC Outlet-01,100,4659.2,4659.2,4.66E+06
59,20-12-2024,00:16:34,SOC Outlet-01,100,4658,4658,4.66E+06
60,19-12-2024,23:31:58,SOC Outlet-01,100,4657.9,4657.9,4.66E+06
61,19-12-2024,17:31:58,SOC Outlet-01,100,4656.5,4656.5,4.66E+06
62,19-12-2024,11:31:58,SOC Outlet-01,100,4653.9,4653.9,4.65E+06
63,19-12-2024,05:31:58,SOC Outlet-01,100,4653,4653,4.65E+06
64,19-12-2024,00:16:33,SOC Outlet-01,100,4652.9,4652.9,4.65E+06
65,18-12-2024,23:31:58,SOC Outlet-01,100,4652.9,4652.9,4.65E+06
66,18-12-2024,17:31:58,SOC Outlet-01,100,4652.8,4652.8,4.65E+06
67,18-12-2024,11:31:58,SOC Outlet-01,100,4652,4652,4.65E+06
68,18-12-2024,05:31:59,SOC Outlet-01,100,4651.4,4651.4,4.65E+06
69,18-12-2024,00:16:33,SOC Outlet-01,100,4651.3,4651.3,4.65E+06
70,17-12-2024,23:31:57,SOC Outlet-01,100,4651.3,4651.3,4.65E+06
71,17-12-2024,17:31:57,SOC Outlet-01,100,4651.2,4651.2,4.65E+06
72,17-12-2024,11:31:57,SOC Outlet-01,100,4649.8,4649.8,4.65E+06
73,17-12-2024,05:31:58,SOC Outlet-01,100,4648.6,4648.6,4.65E+06
74,17-12-2024,00:16:33,SOC Outlet-01,100,4648.5,4648.5,4.65E+06
75,16-12-2024,23:31:57,SOC Outlet-01,100,4648.5,4648.5,4.65E+06
76,16-12-2024,17:31:57,SOC Outlet-01,100,4648.2,4648.2,4.65E+06
77,16-12-2024,11:32:07,SOC Outlet-01,100,4647.4,4647.4,4.65E+06
78,16-12-2024,11:31:57,SOC Outlet-01,100,4647.4,4647.4,4.65E+06
79,16-12-2024,05:31:57,SOC Outlet-01,100,4646.7,4646.7,4.65E+06
80,16-12-2024,00:16:32,SOC Outlet-01,100,4646.6,4646.6,4.65E+06
81,15-12-2024,23:31:57,SOC Outlet-01,100,4646.6,4646.6,4.65E+06
82,15-12-2024,17:31:57,SOC Outlet-01,100,4646.5,4646.5,4.65E+06
83,15-12-2024,11:31:57,SOC Outlet-01,100,4644.7,4644.7,4.64E+06
84,15-12-2024,05:31:57,SOC Outlet-01,100,4643.4,4643.4,4.64E+06
85,15-12-2024,00:16:32,SOC Outlet-01,100,4643.4,4643.4,4.64E+06
86,14-12-2024,23:31:56,SOC Outlet-01,100,4643.4,4643.4,4.64E+06
87,14-12-2024,17:31:56,SOC Outlet-01,100,4643.4,4643.4,4.64E+06
88,14-12-2024,11:31:56,SOC Outlet-01,100,4643.2,4643.2,4.64E+06
89,14-12-2024,05:31:56,SOC Outlet-01,100,4643.1,4643.1,4.64E+06
90,14-12-2024,00:16:31,SOC Outlet-01,100,4643.1,4643.1,4.64E+06
91,13-12-2024,23:31:56,SOC Outlet-01,100,4643.1,4643.1,4.64E+06
92,13-12-2024,17:31:56,SOC Outlet-01,100,4643.1,4643.1,4.64E+06
93,13-12-2024,11:31:56,SOC Outlet-01,100,4643,4643,4.64E+06
94,13-12-2024,05:31:56,SOC Outlet-01,100,4643,4643,4.64E+06
95,13-12-2024,00:16:31,SOC Outlet-01,100,4643,4643,4.64E+06
96,12-12-2024,23:31:56,SOC Outlet-01,100,4643,4643,4.64E+06
97,12-12-2024,17:31:54,SOC Outlet-01,100,4643,4643,4.64E+06
98,12-12-2024,11:31:55,SOC Outlet-01,100,4641.4,4641.4,4.64E+06
99,12-12-2024,05:31:55,SOC Outlet-01,100,4639.3,4639.3,4.64E+06
100,12-12-2024,00:16:31,SOC Outlet-01,100,4639.2,4639.2,4.64E+06
101,11-12-2024,23:31:56,SOC Outlet-01,100,4639.2,4639.2,4.64E+06
102,11-12-2024,17:31:55,SOC Outlet-01,100,4639.1,4639.1,4.64E+06
103,11-12-2024,11:31:55,SOC Outlet-01,100,4637.7,4637.7,4.64E+06
104,11-12-2024,05:31:55,SOC Outlet-01,100,4636.2,4636.2,4.64E+06
105,11-12-2024,00:16:30,SOC Outlet-01,100,4636.1,4636.1,4.64E+06
106,10-12-2024,23:31:55,SOC Outlet-01,100,4636.1,4636.1,4.64E+06
107,10-12-2024,17:31:55,SOC Outlet-01,100,4635.9,4635.9,4.64E+06
108,10-12-2024,11:31:55,SOC Outlet-01,100,4634,4634,4.63E+06
109,10-12-2024,05:31:55,SOC Outlet-01,100,4632.6,4632.6,4.63E+06
110,10-12-2024,00:16:30,SOC Outlet-01,100,4632.4,4632.4,4.63E+06
111,09-12-2024,23:31:55,SOC Outlet-01,100,4632.4,4632.4,4.63E+06
112,09-12-2024,17:32:15,SOC Outlet-01,100,4632.3,4632.3,4.63E+06
113,09-12-2024,17:32:05,SOC Outlet-01,100,4632.3,4632.3,4.63E+06
114,09-12-2024,17:31:55,SOC Outlet-01,100,4632.3,4632.3,4.63E+06
115,09-12-2024,11:32:04,SOC Outlet-01,100,4630.4,4630.4,4.63E+06
116,09-12-2024,11:31:54,SOC Outlet-01,100,4630.4,4630.4,4.63E+06
117,09-12-2024,05:32:04,SOC Outlet-01,100,4627.8,4627.8,4.63E+06
118,09-12-2024,05:31:54,SOC Outlet-01,100,4627.8,4627.8,4.63E+06
119,09-12-2024,00:16:29,SOC Outlet-01,100,4627.3,4627.3,4.63E+06
120,08-12-2024,23:31:54,SOC Outlet-01,100,4627.2,4627.2,4.63E+06
121,08-12-2024,17:31:54,SOC Outlet-01,100,4626.3,4626.3,4.63E+06
122,08-12-2024,11:31:54,SOC Outlet-01,100,4624.5,4624.5,4.62E+06
123,08-12-2024,05:31:54,SOC Outlet-01,100,4622.3,4622.3,4.62E+06
124,08-12-2024,00:16:29,SOC Outlet-01,100,4620.6,4620.6,4.62E+06
125,07-12-2024,23:31:54,SOC Outlet-01,100,4620.3,4620.3,4.62E+06
126,07-12-2024,17:31:54,SOC Outlet-01,100,4618.3,4618.3,4.62E+06
127,07-12-2024,11:31:54,SOC Outlet-01,100,4616.1,4616.1,4.62E+06
128,07-12-2024,05:31:53,SOC Outlet-01,100,4614.2,4614.2,4.61E+06
129,07-12-2024,00:16:29,SOC Outlet-01,100,4612.5,4612.5,4.61E+06
130,06-12-2024,23:31:53,SOC Outlet-01,100,4612.2,4612.2,4.61E+06
131,06-12-2024,11:31:53,SOC Outlet-01,100,4607,4607,4.61E+06
132,06-12-2024,05:31:53,SOC Outlet-01,100,4606.3,4606.3,4.61E+06
133,06-12-2024,00:16:28,SOC Outlet-01,100,4606.3,4606.3,4.61E+06
134,05-12-2024,23:31:53,SOC Outlet-01,100,4606.3,4606.3,4.61E+06
135,05-12-2024,17:31:53,SOC Outlet-01,100,4606.2,4606.2,4.61E+06
136,05-12-2024,11:31:53,SOC Outlet-01,100,4604.4,4604.4,4.60E+06
137,05-12-2024,05:32:03,SOC Outlet-01,100,4602.1,4602.1,4.60E+06
138,05-12-2024,05:31:53,SOC Outlet-01,100,4602.1,4602.1,4.60E+06
139,05-12-2024,00:16:28,SOC Outlet-01,100,4599.2,4599.2,4.60E+06
140,04-12-2024,23:31:53,SOC Outlet-01,100,4598.8,4598.8,4.60E+06
141,04-12-2024,17:31:52,SOC Outlet-01,100,4595.4,4595.4,4.60E+06
142,04-12-2024,11:31:52,SOC Outlet-01,100,4591,4591,4.59E+06
143,04-12-2024,05:32:12,SOC Outlet-01,100,4587.4,4587.4,4.59E+06
144,04-12-2024,00:16:28,SOC Outlet-01,100,4585.7,4585.7,4.59E+06
145,03-12-2024,23:31:52,SOC Outlet-01,100,4585.4,4585.4,4.59E+06
146,03-12-2024,17:31:52,SOC Outlet-01,100,4583.4,4583.4,4.58E+06
147,03-12-2024,11:31:52,SOC Outlet-01,100,4579.9,4579.9,4.58E+06
148,03-12-2024,05:31:52,SOC Outlet-01,100,4576.6,4576.6,4.58E+06
149,03-12-2024,00:16:27,SOC Outlet-01,100,4575.2,4575.2,4.58E+06
150,02-12-2024,17:31:52,SOC Outlet-01,100,4573.3,4573.3,4.57E+06
151,02-12-2024,11:31:52,SOC Outlet-01,100,4570.1,4570.1,4.57E+06
152,02-12-2024,05:31:52,SOC Outlet-01,100,4567.5,4567.5,4.57E+06
153,02-12-2024,00:16:27,SOC Outlet-01,100,4566.7,4566.7,4.57E+06
154,01-12-2024,23:31:51,SOC Outlet-01,100,4566.6,4566.6,4.57E+06
155,01-12-2024,17:31:51,SOC Outlet-01,100,4565.6,4565.6,4.57E+06
156,01-12-2024,11:31:50,SOC Outlet-01,100,4564.8,4564.8,4.56E+06
157,01-12-2024,05:31:52,SOC Outlet-01,100,4564,4564,4.56E+06
158,01-12-2024,00:16:27,SOC Outlet-01,100,4562.9,4562.9,4.56E+06
159,30-11-2024,23:31:51,SOC Outlet-01,100,4562.7,4562.7,4.56E+06
160,30-11-2024,05:31:51,SOC Outlet-01,100,4558.9,4558.9,4.56E+06
161,30-11-2024,00:16:26,SOC Outlet-01,100,4558.9,4558.9,4.56E+06
162,29-11-2024,23:31:51,SOC Outlet-01,100,4558.9,4558.9,4.56E+06
163,29-11-2024,17:31:51,SOC Outlet-01,100,4558.9,4558.9,4.56E+06
164,29-11-2024,11:31:51,SOC Outlet-01,100,4557.8,4557.8,4.56E+06
165,29-11-2024,05:31:51,SOC Outlet-01,100,4554.9,4554.9,4.55E+06
166,29-11-2024,00:16:25,SOC Outlet-01,100,4552.8,4552.8,4.55E+06
167,28-11-2024,23:31:50,SOC Outlet-01,100,4552.5,4552.5,4.55E+06
168,28-11-2024,17:31:50,SOC Outlet-01,100,4550,4550,4.55E+06
169,28-11-2024,11:31:50,SOC Outlet-01,100,4548.2,4548.2,4.55E+06
170,28-11-2024,05:31:50,SOC Outlet-01,100,4546,4546,4.55E+06
171,28-11-2024,00:16:26,SOC Outlet-01,100,4545.6,4545.6,4.55E+06
172,27-11-2024,23:31:50,SOC Outlet-01,100,4545.5,4545.5,4.55E+06
173,27-11-2024,17:31:50,SOC Outlet-01,100,4544.7,4544.7,4.54E+06
174,27-11-2024,11:31:50,SOC Outlet-01,100,4543.8,4543.8,4.54E+06
175,27-11-2024,05:31:50,SOC Outlet-01,100,4541.5,4541.5,4.54E+06
176,27-11-2024,00:16:25,SOC Outlet-01,100,4539.2,4539.2,4.54E+06
177,26-11-2024,23:31:50,SOC Outlet-01,100,4538.8,4538.8,4.54E+06
178,26-11-2024,17:31:50,SOC Outlet-01,100,4536.1,4536.1,4.54E+06
179,26-11-2024,11:31:50,SOC Outlet-01,100,4533.3,4533.3,4.53E+06
180,26-11-2024,05:31:52,SOC Outlet-01,100,4530.5,4530.5,4.53E+06
181,26-11-2024,00:16:27,SOC Outlet-01,100,4529.7,4529.7,4.53E+06
182,25-11-2024,23:31:51,SOC Outlet-01,100,4529.6,4529.6,4.53E+06
183,25-11-2024,17:31:51,SOC Outlet-01,100,4528.2,4528.2,4.53E+06
184,25-11-2024,11:31:50,SOC Outlet-01,100,4525.3,4525.3,4.53E+06
185,25-11-2024,05:31:50,SOC Outlet-01,100,4523.1,4523.1,4.52E+06
186,25-11-2024,00:16:25,SOC Outlet-01,100,4523.1,4523.1,4.52E+06
187,24-11-2024,23:31:50,SOC Outlet-01,100,4523.1,4523.1,4.52E+06
188,24-11-2024,17:31:49,SOC Outlet-01,100,4523.1,4523.1,4.52E+06
189,24-11-2024,05:32:09,SOC Outlet-01,100,4523,4523,4.52E+06
190,24-11-2024,00:16:44,SOC Outlet-01,100,4523,4523,4.52E+06
191,23-11-2024,23:32:09,SOC Outlet-01,100,4523,4523,4.52E+06
192,23-11-2024,17:32:08,SOC Outlet-01,100,4523,4523,4.52E+06
193,23-11-2024,11:32:08,SOC Outlet-01,100,4521.5,4521.5,4.52E+06
194,23-11-2024,05:32:07,SOC Outlet-01,100,4520.1,4520.1,4.52E+06
195,23-11-2024,00:16:42,SOC Outlet-01,100,4520.1,4520.1,4.52E+06
196,22-11-2024,23:32:17,SOC Outlet-01,100,4520.1,4520.1,4.52E+06
197,22-11-2024,17:32:06,SOC Outlet-01,100,4520,4520,4.52E+06
198,22-11-2024,11:32:06,SOC Outlet-01,100,4518.4,4518.4,4.52E+06
199,22-11-2024,05:32:05,SOC Outlet-01,100,4517.2,4517.2,4.52E+06
200,22-11-2024,00:16:41,SOC Outlet-01,100,4517.1,4517.1,4.52E+06
201,21-11-2024,23:32:05,SOC Outlet-01,100,4517.1,4517.1,4.52E+06
202,21-11-2024,17:32:05,SOC Outlet-01,100,4517.1,4517.1,4.52E+06
203,21-11-2024,11:32:04,SOC Outlet-01,100,4514.9,4514.9,4.51E+06
204,21-11-2024,05:32:04,SOC Outlet-01,100,4511.1,4511.1,4.51E+06
205,21-11-2024,00:16:39,SOC Outlet-01,100,4508.6,4508.6,4.51E+06
206,20-11-2024,23:32:03,SOC Outlet-01,100,4508.3,4508.3,4.51E+06
207,20-11-2024,17:32:03,SOC Outlet-01,100,4505.2,4505.2,4.51E+06
208,20-11-2024,11:32:02,SOC Outlet-01,100,4500.2,4500.2,4.50E+06
209,20-11-2024,05:32:02,SOC Outlet-01,100,4496.6,4496.6,4.50E+06
210,20-11-2024,00:16:37,SOC Outlet-01,100,4494.9,4494.9,4.49E+06
211,19-11-2024,23:32:02,SOC Outlet-01,100,4494.7,4494.7,4.49E+06
212,19-11-2024,17:32:01,SOC Outlet-01,100,4492.6,4492.6,4.49E+06
213,19-11-2024,11:32:01,SOC Outlet-01,100,4489.7,4489.7,4.49E+06
214,19-11-2024,05:32:00,SOC Outlet-01,100,4486.8,4486.8,4.49E+06
215,19-11-2024,00:16:35,SOC Outlet-01,100,4485.3,4485.3,4.49E+06
216,18-11-2024,23:32:00,SOC Outlet-01,100,4485.1,4485.1,4.49E+06
217,18-11-2024,17:31:59,SOC Outlet-01,100,4483.3,4483.3,4.48E+06
218,18-11-2024,11:31:59,SOC Outlet-01,100,4479.5,4479.5,4.48E+06
219,18-11-2024,05:31:59,SOC Outlet-01,100,4476.3,4476.3,4.48E+06
220,18-11-2024,00:16:34,SOC Outlet-01,100,4475.1,4475.1,4.48E+06
221,17-11-2024,23:32:08,SOC Outlet-01,100,4475,4475,4.48E+06
222,17-11-2024,17:31:58,SOC Outlet-01,100,4473.2,4473.2,4.47E+06
223,17-11-2024,11:31:57,SOC Outlet-01,100,4471.3,4471.3,4.47E+06
224,17-11-2024,05:31:57,SOC Outlet-01,100,4468.9,4468.9,4.47E+06
225,17-11-2024,00:16:32,SOC Outlet-01,100,4467.5,4467.5,4.47E+06
226,16-11-2024,23:31:56,SOC Outlet-01,100,4467.2,4467.2,4.47E+06
227,16-11-2024,17:31:56,SOC Outlet-01,100,4465.4,4465.4,4.47E+06
228,16-11-2024,11:31:56,SOC Outlet-01,100,4463.6,4463.6,4.46E+06
229,16-11-2024,05:31:55,SOC Outlet-01,100,4461,4461,4.46E+06
230,16-11-2024,00:16:30,SOC Outlet-01,100,4459.4,4459.4,4.46E+06
231,15-11-2024,17:31:54,SOC Outlet-01,100,4457.2,4457.2,4.46E+06
232,15-11-2024,11:31:54,SOC Outlet-01,100,4453.1,4453.1,4.45E+06
233,15-11-2024,05:31:53,SOC Outlet-01,100,4449.4,4449.4,4.45E+06
234,15-11-2024,00:16:28,SOC Outlet-01,100,4447,4447,4.45E+06
235,14-11-2024,23:31:53,SOC Outlet-01,100,4446.7,4446.7,4.45E+06
236,14-11-2024,17:31:53,SOC Outlet-01,100,4443.9,4443.9,4.44E+06
237,14-11-2024,11:31:52,SOC Outlet-01,100,4440.5,4440.5,4.44E+06
238,14-11-2024,05:31:52,SOC Outlet-01,100,4438.2,4438.2,4.44E+06
239,13-11-2024,23:31:51,SOC Outlet-01,100,4438.1,4438.1,4.44E+06
240,13-11-2024,17:31:51,SOC Outlet-01,100,4437.9,4437.9,4.44E+06
241,13-11-2024,11:32:00,SOC Outlet-01,100,4434.4,4434.4,4.43E+06
242,13-11-2024,05:31:50,SOC Outlet-01,100,4430.1,4430.1,4.43E+06
243,12-11-2024,23:31:49,SOC Outlet-01,100,4427.8,4427.8,4.43E+06
244,12-11-2024,17:31:49,SOC Outlet-01,100,4425.4,4425.4,4.43E+06
245,12-11-2024,11:31:49,SOC Outlet-01,100,4422.2,4422.2,4.42E+06
246,12-11-2024,05:31:48,SOC Outlet-01,100,4417.7,4417.7,4.42E+06
247,12-11-2024,00:16:23,SOC Outlet-01,100,4414.9,4414.9,4.41E+06
248,11-11-2024,23:31:48,SOC Outlet-01,100,4414.5,4414.5,4.41E+06
249,11-11-2024,17:31:47,SOC Outlet-01,100,4411.1,4411.1,4.41E+06
250,11-11-2024,11:31:47,SOC Outlet-01,100,4406,4406,4.41E+06
251,11-11-2024,05:31:46,SOC Outlet-01,100,4403.2,4403.2,4.40E+06
252,11-11-2024,00:16:21,SOC Outlet-01,100,4401.6,4401.6,4.40E+06
253,10-11-2024,23:31:46,SOC Outlet-01,100,4401.4,4401.4,4.40E+06
254,10-11-2024,17:31:45,SOC Outlet-01,100,4399.8,4399.8,4.40E+06
255,10-11-2024,11:31:45,SOC Outlet-01,100,4396.9,4396.9,4.40E+06
256,10-11-2024,05:31:45,SOC Outlet-01,100,4393.5,4393.5,4.39E+06
257,10-11-2024,00:16:20,SOC Outlet-01,100,4390.6,4390.6,4.39E+06
258,09-11-2024,23:31:44,SOC Outlet-01,100,4390.1,4390.1,4.39E+06
259,09-11-2024,17:31:44,SOC Outlet-01,100,4386.7,4386.7,4.39E+06
260,09-11-2024,11:31:45,SOC Outlet-01,100,4383.1,4383.1,4.38E+06
261,09-11-2024,05:31:44,SOC Outlet-01,100,4380.6,4380.6,4.38E+06
262,09-11-2024,00:16:19,SOC Outlet-01,100,4379.8,4379.8,4.38E+06
263,08-11-2024,23:31:44,SOC Outlet-01,100,4379.6,4379.6,4.38E+06
264,08-11-2024,17:31:43,SOC Outlet-01,100,4378.6,4378.6,4.38E+06
265,08-11-2024,11:31:43,SOC Outlet-01,100,4376.1,4376.1,4.38E+06
266,08-11-2024,05:31:44,SOC Outlet-01,100,4372.3,4372.3,4.37E+06
267,08-11-2024,00:16:19,SOC Outlet-01,100,4370.1,4370.1,4.37E+06
268,07-11-2024,23:31:44,SOC Outlet-01,100,4369.8,4369.8,4.37E+06
269,07-11-2024,17:31:43,SOC Outlet-01,100,4367.1,4367.1,4.37E+06
270,07-11-2024,11:31:43,SOC Outlet-01,100,4365.5,4365.5,4.37E+06
271,07-11-2024,05:31:43,SOC Outlet-01,100,4362.8,4362.8,4.36E+06
272,07-11-2024,00:16:18,SOC Outlet-01,100,4361.8,4361.8,4.36E+06
273,06-11-2024,23:31:42,SOC Outlet-01,100,4361.7,4361.7,4.36E+06
274,06-11-2024,17:31:52,SOC Outlet-01,100,4360.5,4360.5,4.36E+06
275,06-11-2024,17:31:42,SOC Outlet-01,100,4360.5,4360.5,4.36E+06
276,06-11-2024,11:31:52,SOC Outlet-01,100,4356.8,4356.8,4.36E+06
277,06-11-2024,05:31:52,SOC Outlet-01,100,4354.5,4354.5,4.35E+06
278,06-11-2024,00:16:27,SOC Outlet-01,100,4354.5,4354.5,4.35E+06
279,05-11-2024,23:31:52,SOC Outlet-01,100,4354.5,4354.5,4.35E+06
280,05-11-2024,17:31:51,SOC Outlet-01,100,4354.4,4354.4,4.35E+06
281,05-11-2024,11:31:51,SOC Outlet-01,100,4352.8,4352.8,4.35E+06
282,04-11-2024,11:31:50,SOC Outlet-01,100,4348.9,4348.9,4.35E+06
283,04-11-2024,05:31:50,SOC Outlet-01,100,4347.4,4347.4,4.35E+06
284,03-11-2024,11:31:49,SOC Outlet-01,100,4346.3,4346.3,4.35E+06
285,30-10-2024,17:31:45,SOC Outlet-01,100,4343.5,4343.5,4.34E+06
286,30-10-2024,11:31:44,SOC Outlet-01,100,4343.5,4343.5,4.34E+06
287,30-10-2024,05:31:44,SOC Outlet-01,100,4342.2,4342.2,4.34E+06
288,30-10-2024,00:16:19,SOC Outlet-01,100,4341,4341,4.34E+06
289,29-10-2024,23:31:44,SOC Outlet-01,100,4340.9,4340.9,4.34E+06
290,29-10-2024,17:31:44,SOC Outlet-01,100,4339.5,4339.5,4.34E+06
291,29-10-2024,11:31:43,SOC Outlet-01,100,4336.5,4336.5,4.34E+06
292,29-10-2024,05:31:43,SOC Outlet-01,100,4333.1,4333.1,4.33E+06
293,29-10-2024,00:16:18,SOC Outlet-01,100,4332,4332,4.33E+06
294,28-10-2024,23:31:53,SOC Outlet-01,100,4331.8,4331.8,4.33E+06
295,28-10-2024,17:31:42,SOC Outlet-01,100,4330.4,4330.4,4.33E+06
296,28-10-2024,11:31:42,SOC Outlet-01,100,4326.4,4326.4,4.33E+06
297,28-10-2024,05:31:42,SOC Outlet-01,100,4321.3,4321.3,4.32E+06
298,27-10-2024,17:31:41,SOC Outlet-01,100,4314,4314,4.31E+06
299,27-10-2024,11:31:41,SOC Outlet-01,100,4310,4310,4.31E+06
300,26-10-2024,11:31:40,SOC Outlet-01,100,4293.6,4293.6,4.29E+06
301,25-10-2024,11:31:39,SOC Outlet-01,100,4278.9,4278.9,4.28E+06
302,25-10-2024,05:31:38,SOC Outlet-01,100,4274.4,4274.4,4.27E+06
303,25-10-2024,00:16:14,SOC Outlet-01,100,4269.6,4269.6,4.27E+06
304,24-10-2024,23:31:38,SOC Outlet-01,100,4269,4269,4.27E+06
305,24-10-2024,17:31:38,SOC Outlet-01,100,4263.2,4263.2,4.26E+06
306,24-10-2024,11:31:38,SOC Outlet-01,100,4256.8,4256.8,4.26E+06
307,24-10-2024,05:31:37,SOC Outlet-01,100,4253.2,4253.2,4.25E+06
308,24-10-2024,00:16:12,SOC Outlet-01,100,4250.8,4250.8,4.25E+06
309,23-10-2024,23:31:37,SOC Outlet-01,100,4250.4,4250.4,4.25E+06
310,23-10-2024,17:31:37,SOC Outlet-01,100,4247.4,4247.4,4.25E+06
311,23-10-2024,11:31:36,SOC Outlet-01,100,4244.6,4244.6,4.24E+06
312,23-10-2024,05:31:36,SOC Outlet-01,100,4240.2,4240.2,4.24E+06
313,23-10-2024,00:16:11,SOC Outlet-01,100,4237.7,4237.7,4.24E+06
314,22-10-2024,23:31:36,SOC Outlet-01,100,4237.3,4237.3,4.24E+06
315,22-10-2024,17:31:36,SOC Outlet-01,100,4234.4,4234.4,4.23E+06
316,22-10-2024,11:31:37,SOC Outlet-01,100,4228.7,4228.7,4.23E+06
317,22-10-2024,05:31:37,SOC Outlet-01,100,4225.4,4225.4,4.23E+06
318,22-10-2024,00:16:12,SOC Outlet-01,100,4224.2,4224.2,4.22E+06
319,21-10-2024,23:31:37,SOC Outlet-01,100,4224,4224,4.22E+06
